PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스,날짜,시간대
23.0,20.0,0.006,0.037,0.3,0.003,2021-01-26,12
25.0,20.0,0.006,0.039,0.3,0.003,2021-01-26,13
23.0,20.0,0.009,0.035,0.3,0.003,2021-01-26,14
21.0,15.0,0.01,0.035,0.3,0.003,2021-01-26,15
22.0,20.0,0.012,0.031,0.3,0.002,2021-01-26,16
18.0,13.0,0.008,0.037,0.3,0.002,2021-01-26,17
22.0,12.0,0.019,0.028,0.3,0.002,2021-01-26,18
13.0,,0.037,0.013,0.3,0.002,2021-01-26,19
15.0,13.0,0.034,0.016,0.3,0.002,2021-01-26,20
18.0,16.0,0.038,0.01,0.3,0.002,2021-01-26,21
17.0,,0.034,0.012,0.3,0.002,2021-01-26,22
17.0,,0.013,0.028,0.3,0.002,2021-01-26,23
28.0,20.0,0.011,0.022,0.3,0.002,2021-01-27,0
34.0,21.0,0.014,0.017,0.3,0.002,2021-01-27,1
46.0,36.0,0.033,0.007,0.4,0.002,2021-01-27,2
25.0,25.0,0.036,0.006,0.3,0.002,2021-01-27,3
23.0,21.0,0.025,0.02,0.3,0.002,2021-01-27,4
29.0,26.0,0.009,0.038,0.3,0.002,2021-01-27,5
30.0,26.0,0.013,0.022,0.3,0.002,2021-01-27,6
27.0,23.0,0.004,0.03,0.3,0.002,2021-01-27,7
38.0,21.0,0.002,0.037,0.4,0.003,2021-01-27,8
49.0,28.0,0.003,0.045,0.4,0.005,2021-01-27,9
69.0,36.0,0.008,0.039,0.5,0.005,2021-01-27,10
51.0,35.0,0.023,0.023,0.3,0.003,2021-01-27,11
32.0,23.0,0.025,0.022,0.6,0.007,2021-01-27,12
42.0,30.0,0.028,0.02,0.5,0.006,2021-01-27,13
38.0,26.0,0.027,0.022,0.3,0.003,2021-01-27,14
41.0,17.0,0.036,0.014,0.4,0.002,2021-01-27,15
34.0,19.0,0.034,0.017,0.3,0.002,2021-01-27,16
25.0,18.0,0.032,0.024,0.5,0.004,2021-01-27,17
30.0,16.0,0.025,0.028,0.7,0.006,2021-01-27,18
35.0,28.0,0.005,0.045,0.9,0.008,2021-01-27,19
63.0,28.0,0.003,0.044,0.8,0.005,2021-01-27,20
76.0,33.0,0.007,0.034,0.6,0.004,2021-01-27,21
51.0,21.0,0.006,0.032,0.5,0.003,2021-01-27,22
60.0,26.0,0.012,0.021,0.5,0.003,2021-01-27,23
46.0,25.0,0.01,0.024,0.5,0.002,2021-01-28,0
39.0,22.0,0.008,0.025,0.4,0.002,2021-01-28,1
44.0,22.0,0.007,0.024,0.4,0.002,2021-01-28,2
37.0,27.0,0.013,0.017,0.3,0.002,2021-01-28,3
31.0,23.0,0.008,0.023,0.4,0.002,2021-01-28,4
34.0,23.0,0.005,0.026,0.3,0.002,2021-01-28,5
40.0,22.0,0.007,0.024,0.3,0.002,2021-01-28,6
41.0,25.0,0.004,0.03,0.4,0.002,2021-01-28,7
42.0,26.0,0.002,0.036,0.5,0.003,2021-01-28,8
56.0,33.0,0.004,0.041,0.5,0.004,2021-01-28,9
104.0,35.0,0.012,0.031,0.6,0.003,2021-01-28,10
65.0,27.0,0.023,0.024,0.4,0.003,2021-01-28,11
74.0,24.0,0.039,0.012,0.3,0.002,2021-01-28,12
72.0,23.0,0.044,0.01,0.3,0.002,2021-01-28,13
71.0,27.0,0.037,0.016,0.5,0.002,2021-01-28,14
63.0,38.0,0.033,0.016,0.6,0.002,2021-01-28,15
76.0,47.0,0.036,0.012,0.4,0.002,2021-01-28,16
121.0,35.0,0.036,0.014,0.4,0.002,2021-01-28,17
78.0,21.0,0.033,0.014,0.3,0.002,2021-01-28,18
36.0,26.0,0.035,0.011,0.3,0.002,2021-01-28,19
23.0,19.0,0.037,0.007,0.2,0.002,2021-01-28,20
26.0,18.0,0.038,0.007,0.2,0.002,2021-01-28,21
22.0,13.0,0.037,0.005,0.2,0.002,2021-01-28,22
24.0,13.0,0.039,0.004,0.2,0.002,2021-01-28,23
24.0,11.0,0.041,0.003,0.2,0.002,2021-01-29,0
21.0,13.0,0.04,0.003,0.2,0.002,2021-01-29,1
28.0,12.0,0.039,0.003,0.2,0.002,2021-01-29,2
21.0,16.0,0.038,0.003,0.2,0.002,2021-01-29,3
22.0,18.0,0.038,0.003,0.2,0.002,2021-01-29,4
20.0,18.0,0.037,0.004,0.2,0.002,2021-01-29,5
22.0,16.0,0.036,0.004,0.2,0.002,2021-01-29,6
17.0,17.0,0.034,0.006,0.2,0.002,2021-01-29,7
20.0,12.0,0.032,0.009,0.2,0.002,2021-01-29,8
28.0,20.0,0.027,0.013,0.2,0.002,2021-01-29,9
,,,,,,2021-01-29,10
,,,,,,2021-01-29,11
,,,,,,2021-01-29,12
,,,,,,2021-01-29,13
,,,,,,2021-01-29,14
,,,,,,2021-01-29,15
,,,,,,2021-01-29,16
80.0,21.0,0.031,0.014,0.3,0.002,2021-01-29,17
80.0,21.0,0.031,0.014,0.2,0.002,2021-01-29,18
73.0,19.0,0.032,0.012,0.3,0.002,2021-01-29,19
72.0,19.0,0.031,0.012,0.2,0.002,2021-01-29,20
72.0,20.0,0.034,0.009,0.3,0.002,2021-01-29,21
73.0,20.0,0.034,0.009,0.2,0.002,2021-01-29,22
62.0,17.0,0.032,0.009,0.2,0.002,2021-01-29,23
65.0,20.0,0.031,0.011,0.3,0.002,2021-01-30,0
69.0,22.0,0.031,0.009,0.3,0.002,2021-01-30,1
64.0,18.0,0.03,0.009,0.2,0.002,2021-01-30,2
60.0,19.0,0.031,0.005,0.2,0.002,2021-01-30,3
56.0,19.0,0.027,0.011,0.2,0.002,2021-01-30,4
58.0,20.0,0.025,0.012,0.3,0.002,2021-01-30,5
59.0,23.0,0.017,0.018,0.3,0.002,2021-01-30,6
61.0,18.0,0.014,0.023,0.2,0.002,2021-01-30,7
57.0,19.0,0.005,0.034,0.3,0.002,2021-01-30,8
74.0,33.0,0.005,0.038,0.3,0.003,2021-01-30,9
80.0,28.0,0.014,0.029,0.4,0.002,2021-01-30,10
103.0,31.0,0.019,0.028,0.3,0.003,2021-01-30,11
104.0,29.0,0.026,0.02,0.3,0.003,2021-01-30,12
90.0,28.0,0.036,0.012,0.3,0.002,2021-01-30,13
94.0,26.0,0.031,0.019,0.3,0.002,2021-01-30,14
94.0,28.0,0.042,0.012,0.3,0.002,2021-01-30,15
106.0,35.0,0.046,0.01,0.4,0.002,2021-01-30,16
106.0,38.0,0.044,0.013,0.4,0.002,2021-01-30,17
96.0,38.0,0.044,0.012,0.3,0.002,2021-01-30,18
82.0,37.0,0.041,0.013,0.3,0.002,2021-01-30,19
81.0,35.0,0.035,0.017,0.4,0.002,2021-01-30,20
80.0,34.0,0.032,0.022,0.8,0.002,2021-01-30,21
99.0,45.0,0.022,0.026,0.6,0.002,2021-01-30,22
106.0,47.0,0.02,0.023,0.5,0.002,2021-01-30,23
114.0,57.0,0.026,0.019,0.4,0.002,2021-01-31,0
110.0,55.0,0.036,0.012,0.5,0.002,2021-01-31,1
127.0,54.0,0.03,0.014,0.4,0.002,2021-01-31,2
124.0,59.0,0.029,0.01,0.5,0.002,2021-01-31,3
109.0,52.0,0.023,0.014,0.5,0.002,2021-01-31,4
113.0,57.0,0.019,0.014,0.4,0.002,2021-01-31,5
90.0,48.0,0.023,0.013,0.4,0.002,2021-01-31,6
80.0,42.0,0.012,0.021,0.4,0.002,2021-01-31,7
81.0,45.0,0.008,0.027,0.3,0.002,2021-01-31,8
79.0,43.0,0.007,0.03,0.4,0.002,2021-01-31,9
85.0,37.0,0.009,0.033,0.4,0.003,2021-01-31,10
101.0,55.0,0.012,0.033,0.5,0.006,2021-01-31,11
98.0,44.0,0.017,0.034,0.8,0.01,2021-01-31,12
114.0,53.0,0.018,0.04,1.0,0.013,2021-01-31,13
106.0,52.0,0.025,0.037,0.6,0.006,2021-01-31,14
90.0,41.0,0.042,0.026,0.4,0.005,2021-01-31,15
81.0,34.0,0.049,0.022,0.4,0.005,2021-01-31,16
84.0,29.0,0.047,0.026,0.4,0.005,2021-01-31,17
81.0,32.0,0.034,0.037,0.4,0.005,2021-01-31,18
90.0,36.0,0.037,0.026,0.5,0.004,2021-01-31,19
83.0,39.0,0.036,0.021,0.6,0.004,2021-01-31,20
81.0,36.0,0.033,0.022,0.8,0.005,2021-01-31,21
79.0,37.0,0.031,0.022,0.8,0.006,2021-01-31,22
84.0,36.0,0.026,0.023,0.8,0.006,2021-01-31,23
74.0,38.0,0.022,0.022,0.9,0.004,2021-02-01,0
44.0,37.0,0.024,0.02,0.7,0.004,2021-02-01,1
45.0,32.0,0.025,0.017,0.8,0.005,2021-02-01,2
40.0,39.0,0.013,0.021,0.7,0.004,2021-02-01,3
41.0,39.0,0.004,0.032,0.7,0.004,2021-02-01,4
40.0,30.0,0.008,0.027,0.7,0.003,2021-02-01,5
23.0,24.0,0.014,0.022,0.5,0.002,2021-02-01,6
19.0,25.0,0.018,0.019,0.4,0.002,2021-02-01,7
26.0,24.0,0.009,0.032,0.4,0.002,2021-02-01,8
32.0,21.0,0.004,0.043,0.4,0.003,2021-02-01,9
43.0,36.0,0.004,0.047,0.5,0.003,2021-02-01,10
47.0,32.0,0.01,0.041,0.4,0.003,2021-02-01,11
78.0,53.0,0.01,0.042,0.4,0.003,2021-02-01,12
90.0,66.0,0.017,0.031,0.4,0.002,2021-02-01,13
104.0,74.0,0.008,0.042,0.5,0.003,2021-02-01,14
108.0,72.0,0.01,0.041,0.5,0.003,2021-02-01,15
119.0,71.0,0.007,0.047,0.5,0.003,2021-02-01,16
126.0,83.0,0.007,0.049,0.6,0.003,2021-02-01,17
126.0,83.0,0.011,0.045,0.6,0.003,2021-02-01,18
117.0,84.0,0.014,0.042,0.6,0.002,2021-02-01,19
131.0,93.0,0.013,0.041,0.6,0.002,2021-02-01,20
143.0,100.0,0.017,0.036,0.8,0.002,2021-02-01,21
143.0,101.0,0.028,0.022,0.8,0.002,2021-02-01,22
160.0,119.0,0.041,0.017,0.6,0.002,2021-02-01,23
148.0,80.0,0.047,0.01,0.5,0.003,2021-02-02,0
136.0,68.0,0.045,0.009,0.4,0.002,2021-02-02,1
112.0,49.0,0.044,0.008,0.4,0.002,2021-02-02,2
99.0,52.0,0.043,0.007,0.4,0.002,2021-02-02,3
58.0,32.0,0.041,0.006,0.3,0.002,2021-02-02,4
37.0,23.0,0.04,0.005,0.3,0.002,2021-02-02,5
30.0,20.0,0.037,0.006,0.3,0.002,2021-02-02,6
23.0,14.0,0.035,0.006,0.2,0.002,2021-02-02,7
28.0,17.0,0.033,0.008,0.2,0.002,2021-02-02,8
30.0,16.0,0.033,0.008,0.2,0.002,2021-02-02,9
26.0,13.0,0.031,0.012,0.2,0.002,2021-02-02,10
24.0,17.0,0.032,0.01,0.2,0.002,2021-02-02,11
,,0.033,0.01,0.2,0.002,2021-02-02,12
,,,,,,2021-02-02,13
24.0,17.0,,,,,2021-02-02,14
25.0,12.0,,,,,2021-02-02,15
29.0,16.0,0.035,0.012,0.3,0.002,2021-02-02,16
23.0,11.0,0.035,0.012,0.2,0.002,2021-02-02,17
27.0,16.0,0.034,0.013,0.3,0.002,2021-02-02,18
29.0,17.0,0.036,0.01,0.2,0.002,2021-02-02,19
31.0,20.0,0.034,0.012,0.2,0.002,2021-02-02,20
27.0,23.0,0.033,0.011,0.3,0.002,2021-02-02,21
25.0,19.0,0.036,0.008,0.2,0.002,2021-02-02,22
30.0,23.0,0.038,0.006,0.2,0.002,2021-02-02,23
25.0,17.0,0.038,0.006,0.2,0.002,2021-02-03,0
32.0,18.0,0.036,0.007,0.2,0.002,2021-02-03,1
28.0,17.0,0.037,0.006,0.2,0.002,2021-02-03,2
28.0,17.0,0.037,0.006,0.2,0.002,2021-02-03,3
24.0,18.0,0.037,0.006,0.2,0.002,2021-02-03,4
24.0,15.0,0.033,0.009,0.2,0.002,2021-02-03,5
18.0,17.0,0.034,0.007,0.2,0.002,2021-02-03,6
22.0,18.0,0.03,0.012,0.2,0.002,2021-02-03,7
26.0,21.0,0.026,0.016,0.2,0.002,2021-02-03,8
39.0,21.0,0.023,0.021,0.2,0.002,2021-02-03,9
33.0,16.0,0.024,0.02,0.2,0.002,2021-02-03,10
42.0,20.0,0.024,0.024,0.5,0.005,2021-02-03,11
39.0,29.0,0.025,0.026,0.9,0.009,2021-02-03,12
24.0,22.0,0.032,0.018,0.3,0.003,2021-02-03,13
28.0,17.0,0.034,0.015,0.2,0.002,2021-02-03,14
27.0,13.0,0.034,0.016,0.3,0.002,2021-02-03,15
28.0,9.0,0.031,0.02,0.3,0.002,2021-02-03,16
33.0,17.0,0.023,0.028,0.3,0.002,2021-02-03,17
37.0,17.0,0.019,0.033,0.3,0.002,2021-02-03,18
38.0,23.0,0.021,0.027,0.3,0.002,2021-02-03,19
60.0,42.0,0.008,0.04,0.4,0.003,2021-02-03,20
54.0,28.0,0.006,0.039,0.3,0.002,2021-02-03,21
62.0,25.0,0.004,0.047,0.3,0.002,2021-02-03,22
47.0,24.0,0.005,0.038,0.3,0.002,2021-02-03,23
48.0,24.0,0.011,0.033,0.3,0.002,2021-02-04,0
36.0,27.0,0.02,0.022,0.4,0.002,2021-02-04,1
42.0,29.0,0.025,0.019,0.5,0.002,2021-02-04,2
55.0,30.0,0.037,0.011,0.4,0.002,2021-02-04,3
46.0,30.0,0.039,0.01,0.3,0.002,2021-02-04,4
44.0,34.0,0.032,0.013,0.3,0.002,2021-02-04,5
43.0,34.0,0.031,0.016,0.3,0.002,2021-02-04,6
73.0,53.0,0.035,0.014,0.4,0.002,2021-02-04,7
73.0,53.0,0.027,0.022,0.4,0.002,2021-02-04,8
48.0,32.0,0.033,0.016,0.3,0.002,2021-02-04,9
49.0,27.0,0.033,0.016,0.3,0.002,2021-02-04,10
44.0,23.0,0.036,0.013,0.3,0.002,2021-02-04,11
32.0,15.0,0.038,0.013,0.2,0.002,2021-02-04,12
24.0,15.0,0.041,0.009,0.2,0.002,2021-02-04,13
24.0,12.0,0.039,0.012,0.2,0.002,2021-02-04,14
29.0,15.0,0.039,0.014,0.3,0.002,2021-02-04,15
28.0,13.0,0.037,0.014,0.2,0.002,2021-02-04,16
21.0,14.0,0.038,0.014,0.2,0.002,2021-02-04,17
23.0,15.0,0.036,0.014,0.2,0.002,2021-02-04,18
26.0,17.0,0.037,0.012,0.2,0.002,2021-02-04,19
24.0,17.0,0.034,0.014,0.2,0.002,2021-02-04,20
28.0,19.0,0.018,0.028,0.2,0.002,2021-02-04,21
25.0,13.0,0.015,0.024,0.2,0.002,2021-02-04,22
36.0,20.0,0.008,0.034,0.2,0.002,2021-02-04,23
22.0,14.0,0.029,0.016,0.2,0.002,2021-02-05,0
15.0,17.0,0.03,0.011,0.2,0.002,2021-02-05,1
19.0,14.0,0.03,0.012,0.2,0.002,2021-02-05,2
16.0,14.0,0.024,0.014,0.2,0.002,2021-02-05,3
22.0,19.0,0.018,0.022,0.2,0.002,2021-02-05,4
20.0,17.0,0.023,0.014,0.2,0.002,2021-02-05,5
17.0,19.0,0.012,0.024,0.3,0.002,2021-02-05,6
34.0,25.0,0.005,0.033,0.4,0.002,2021-02-05,7
59.0,28.0,0.003,0.043,0.5,0.004,2021-02-05,8
92.0,38.0,0.003,0.049,0.5,0.006,2021-02-05,9
101.0,43.0,0.004,0.051,0.5,0.007,2021-02-05,10
75.0,34.0,0.008,0.044,1.0,0.013,2021-02-05,11
64.0,33.0,0.012,0.041,1.5,0.017,2021-02-05,12
59.0,39.0,0.016,0.047,1.6,0.021,2021-02-05,13
75.0,41.0,0.016,0.051,1.1,0.017,2021-02-05,14
59.0,34.0,0.018,0.047,0.8,0.012,2021-02-05,15
37.0,20.0,0.02,0.039,0.4,0.005,2021-02-05,16
36.0,15.0,0.024,0.032,0.3,0.003,2021-02-05,17
59.0,19.0,0.011,0.046,0.3,0.003,2021-02-05,18
36.0,19.0,0.03,0.024,0.3,0.003,2021-02-05,19
34.0,23.0,0.022,0.03,0.4,0.003,2021-02-05,20
41.0,24.0,0.013,0.039,0.4,0.003,2021-02-05,21
32.0,19.0,0.022,0.026,0.4,0.003,2021-02-05,22
28.0,25.0,0.026,0.019,0.3,0.002,2021-02-05,23
31.0,24.0,0.017,0.023,0.3,0.002,2021-02-06,0
32.0,27.0,0.013,0.021,0.3,0.002,2021-02-06,1
36.0,26.0,0.012,0.022,0.3,0.002,2021-02-06,2
45.0,28.0,0.006,0.029,0.3,0.002,2021-02-06,3
31.0,26.0,0.014,0.023,0.5,0.002,2021-02-06,4
21.0,15.0,0.018,0.024,0.4,0.002,2021-02-06,5
32.0,23.0,0.012,0.026,0.4,0.002,2021-02-06,6
29.0,18.0,0.004,0.031,0.3,0.002,2021-02-06,7
33.0,22.0,0.002,0.033,0.3,0.002,2021-02-06,8
41.0,23.0,0.007,0.037,0.3,0.003,2021-02-06,9
51.0,26.0,0.013,0.035,0.7,0.002,2021-02-06,10
50.0,22.0,0.017,0.033,0.3,0.003,2021-02-06,11
42.0,23.0,0.03,0.022,0.3,0.002,2021-02-06,12
44.0,30.0,0.042,0.012,0.3,0.002,2021-02-06,13
58.0,39.0,0.043,0.017,0.3,0.002,2021-02-06,14
88.0,49.0,0.052,0.016,0.5,0.002,2021-02-06,15
92.0,55.0,0.056,0.013,0.5,0.002,2021-02-06,16
72.0,50.0,0.055,0.012,0.4,0.002,2021-02-06,17
74.0,57.0,0.052,0.013,0.5,0.002,2021-02-06,18
78.0,55.0,0.05,0.014,0.5,0.002,2021-02-06,19
85.0,57.0,0.031,0.03,0.4,0.002,2021-02-06,20
90.0,61.0,0.019,0.042,0.5,0.002,2021-02-06,21
87.0,61.0,0.022,0.023,0.5,0.002,2021-02-06,22
78.0,58.0,0.03,0.018,0.5,0.002,2021-02-06,23
76.0,57.0,0.032,0.018,0.6,0.002,2021-02-07,0
77.0,65.0,0.025,0.022,0.7,0.002,2021-02-07,1
77.0,58.0,0.039,0.015,0.4,0.002,2021-02-07,2
81.0,62.0,0.025,0.035,0.6,0.002,2021-02-07,3
88.0,56.0,0.036,0.021,0.4,0.002,2021-02-07,4
94.0,67.0,0.025,0.039,0.7,0.002,2021-02-07,5
98.0,68.0,0.037,0.024,0.5,0.002,2021-02-07,6
110.0,77.0,0.041,0.02,0.5,0.002,2021-02-07,7
113.0,84.0,0.047,0.013,0.5,0.002,2021-02-07,8
119.0,84.0,0.041,0.018,0.5,0.002,2021-02-07,9
122.0,86.0,0.045,0.016,0.5,0.002,2021-02-07,10
128.0,85.0,0.051,0.013,0.5,0.002,2021-02-07,11
113.0,80.0,0.045,0.022,0.6,0.002,2021-02-07,12
117.0,83.0,0.047,0.027,0.6,0.003,2021-02-07,13
93.0,59.0,0.053,0.014,0.5,0.002,2021-02-07,14
72.0,48.0,0.055,0.01,0.4,0.002,2021-02-07,15
58.0,33.0,0.054,0.009,0.4,0.002,2021-02-07,16
76.0,48.0,0.056,0.01,0.5,0.002,2021-02-07,17
72.0,41.0,0.055,0.009,0.4,0.002,2021-02-07,18
72.0,42.0,0.055,0.009,0.4,0.002,2021-02-07,19
81.0,47.0,0.055,0.009,0.5,0.002,2021-02-07,20
94.0,62.0,0.052,0.01,0.5,0.002,2021-02-07,21
83.0,56.0,0.05,0.009,0.5,0.002,2021-02-07,22
56.0,34.0,0.046,0.008,0.3,0.002,2021-02-07,23
36.0,19.0,0.044,0.006,0.3,0.002,2021-02-08,0
24.0,16.0,0.042,0.006,0.3,0.002,2021-02-08,1
21.0,19.0,0.041,0.005,0.2,0.002,2021-02-08,2
16.0,13.0,0.042,0.005,0.2,0.002,2021-02-08,3
21.0,15.0,0.041,0.006,0.2,0.002,2021-02-08,4
16.0,17.0,0.041,0.005,0.2,0.002,2021-02-08,5
24.0,20.0,0.04,0.006,0.2,0.002,2021-02-08,6
30.0,22.0,0.036,0.009,0.2,0.002,2021-02-08,7
31.0,25.0,0.032,0.012,0.3,0.002,2021-02-08,8
41.0,20.0,0.029,0.017,0.3,0.002,2021-02-08,9
50.0,17.0,0.03,0.016,0.2,0.002,2021-02-08,10
106.0,13.0,0.035,0.01,0.2,0.002,2021-02-08,11
41.0,15.0,0.036,0.011,0.2,0.002,2021-02-08,12
39.0,16.0,0.038,0.009,0.2,0.002,2021-02-08,13
54.0,17.0,0.035,0.012,0.2,0.002,2021-02-08,14
45.0,22.0,0.034,0.014,0.3,0.002,2021-02-08,15
34.0,21.0,0.034,0.017,0.3,0.002,2021-02-08,16
53.0,18.0,0.034,0.017,0.3,0.002,2021-02-08,17
31.0,15.0,0.033,0.014,0.3,0.002,2021-02-08,18
25.0,16.0,0.033,0.012,0.2,0.002,2021-02-08,19
38.0,18.0,0.034,0.01,0.2,0.002,2021-02-08,20
27.0,10.0,0.034,0.009,0.2,0.002,2021-02-08,21
22.0,14.0,0.033,0.008,0.2,0.002,2021-02-08,22
21.0,13.0,0.034,0.007,0.2,0.002,2021-02-08,23
18.0,12.0,0.035,0.006,0.2,0.002,2021-02-09,0
17.0,16.0,0.035,0.005,0.2,0.002,2021-02-09,1
14.0,10.0,0.036,0.004,0.2,0.002,2021-02-09,2
20.0,11.0,0.036,0.005,0.2,0.002,2021-02-09,3
14.0,15.0,0.036,0.006,0.2,0.002,2021-02-09,4
12.0,15.0,0.035,0.007,0.2,0.002,2021-02-09,5
19.0,14.0,0.026,0.015,0.2,0.002,2021-02-09,6
20.0,13.0,0.016,0.027,0.2,0.002,2021-02-09,7
44.0,23.0,0.005,0.042,0.3,0.003,2021-02-09,8
83.0,38.0,0.005,0.046,0.3,0.005,2021-02-09,9
31.0,21.0,0.012,0.036,0.3,0.003,2021-02-09,10
28.0,24.0,0.023,0.024,0.3,0.003,2021-02-09,11
28.0,19.0,0.026,0.024,0.3,0.003,2021-02-09,12
,,0.031,0.019,0.2,0.002,2021-02-09,13
,,,,,,2021-02-09,14
,,,,,,2021-02-09,15
23.0,11.0,,,,,2021-02-09,16
24.0,13.0,0.033,0.016,0.3,0.002,2021-02-09,17
21.0,12.0,0.031,0.019,0.3,0.002,2021-02-09,18
18.0,15.0,0.032,0.018,0.3,0.002,2021-02-09,19
24.0,17.0,0.02,0.03,0.3,0.002,2021-02-09,20
32.0,17.0,0.023,0.024,0.3,0.002,2021-02-09,21
35.0,22.0,0.021,0.026,0.3,0.002,2021-02-09,22
32.0,23.0,0.018,0.025,0.3,0.002,2021-02-09,23
31.0,24.0,0.012,0.03,0.3,0.002,2021-02-10,0
32.0,27.0,0.024,0.016,0.3,0.002,2021-02-10,1
39.0,25.0,0.03,0.011,0.3,0.002,2021-02-10,2
32.0,25.0,0.03,0.011,0.3,0.002,2021-02-10,3
32.0,25.0,0.022,0.014,0.2,0.002,2021-02-10,4
32.0,23.0,0.016,0.021,0.2,0.002,2021-02-10,5
29.0,23.0,0.009,0.028,0.2,0.002,2021-02-10,6
47.0,37.0,0.004,0.034,0.3,0.002,2021-02-10,7
63.0,43.0,0.003,0.04,0.7,0.004,2021-02-10,8
69.0,37.0,0.003,0.046,1.0,0.006,2021-02-10,9
50.0,34.0,0.006,0.046,0.6,0.008,2021-02-10,10
53.0,39.0,0.011,0.042,0.7,0.013,2021-02-10,11
50.0,30.0,0.018,0.036,0.6,0.012,2021-02-10,12
37.0,22.0,0.038,0.019,0.3,0.003,2021-02-10,13
39.0,21.0,0.03,0.028,0.3,0.003,2021-02-10,14
42.0,16.0,0.036,0.024,0.3,0.002,2021-02-10,15
41.0,21.0,0.044,0.018,0.3,0.002,2021-02-10,16
45.0,23.0,0.041,0.021,0.3,0.002,2021-02-10,17
42.0,26.0,0.042,0.022,0.4,0.002,2021-02-10,18
47.0,29.0,0.044,0.018,0.3,0.002,2021-02-10,19
50.0,34.0,0.028,0.035,0.3,0.002,2021-02-10,20
52.0,32.0,0.04,0.019,0.3,0.002,2021-02-10,21
45.0,34.0,0.046,0.011,0.3,0.002,2021-02-10,22
49.0,32.0,0.045,0.01,0.3,0.002,2021-02-10,23
38.0,29.0,0.044,0.009,0.3,0.002,2021-02-11,0
44.0,35.0,0.042,0.008,0.2,0.002,2021-02-11,1
43.0,27.0,0.034,0.009,0.3,0.002,2021-02-11,2
42.0,27.0,0.032,0.01,0.3,0.002,2021-02-11,3
45.0,30.0,0.029,0.01,0.3,0.002,2021-02-11,4
48.0,34.0,0.026,0.014,0.3,0.002,2021-02-11,5
53.0,39.0,0.017,0.022,0.4,0.002,2021-02-11,6
58.0,41.0,0.011,0.031,0.8,0.003,2021-02-11,7
61.0,47.0,0.008,0.034,1.0,0.003,2021-02-11,8
67.0,41.0,0.017,0.029,0.5,0.003,2021-02-11,9
61.0,45.0,0.025,0.025,0.5,0.003,2021-02-11,10
58.0,41.0,0.042,0.015,0.3,0.003,2021-02-11,11
66.0,44.0,0.031,0.028,0.7,0.008,2021-02-11,12
73.0,51.0,0.035,0.029,1.0,0.016,2021-02-11,13
76.0,53.0,0.038,0.031,0.8,0.012,2021-02-11,14
79.0,50.0,0.038,0.032,0.4,0.007,2021-02-11,15
63.0,48.0,0.037,0.032,0.3,0.005,2021-02-11,16
71.0,52.0,0.031,0.041,0.4,0.005,2021-02-11,17
69.0,54.0,0.024,0.05,0.4,0.004,2021-02-11,18
72.0,50.0,0.029,0.036,0.4,0.004,2021-02-11,19
77.0,56.0,0.031,0.025,0.4,0.004,2021-02-11,20
70.0,57.0,0.033,0.019,0.4,0.004,2021-02-11,21
70.0,57.0,0.027,0.023,0.5,0.004,2021-02-11,22
69.0,56.0,0.022,0.026,0.5,0.004,2021-02-11,23
64.0,56.0,0.015,0.03,0.4,0.003,2021-02-12,0
66.0,47.0,0.019,0.025,0.4,0.003,2021-02-12,1
64.0,49.0,0.021,0.019,0.4,0.002,2021-02-12,2
60.0,47.0,0.025,0.017,0.4,0.003,2021-02-12,3
57.0,44.0,0.019,0.021,0.4,0.003,2021-02-12,4
62.0,48.0,0.015,0.023,0.4,0.002,2021-02-12,5
61.0,49.0,0.016,0.021,0.4,0.003,2021-02-12,6
65.0,55.0,0.01,0.027,0.5,0.003,2021-02-12,7
69.0,50.0,0.009,0.028,0.5,0.003,2021-02-12,8
72.0,57.0,0.011,0.027,0.6,0.003,2021-02-12,9
77.0,53.0,0.015,0.03,0.6,0.004,2021-02-12,10
73.0,53.0,0.021,0.031,0.6,0.006,2021-02-12,11
75.0,53.0,0.029,0.023,0.6,0.004,2021-02-12,12
66.0,47.0,0.043,0.018,0.7,0.007,2021-02-12,13
60.0,43.0,0.049,0.019,0.8,0.007,2021-02-12,14
57.0,43.0,0.052,0.02,0.9,0.009,2021-02-12,15
58.0,46.0,0.048,0.03,0.9,0.007,2021-02-12,16
57.0,44.0,0.037,0.038,0.9,0.01,2021-02-12,17
66.0,58.0,0.025,0.062,1.2,0.015,2021-02-12,18
63.0,46.0,0.038,0.035,1.1,0.009,2021-02-12,19
65.0,57.0,0.041,0.028,1.2,0.008,2021-02-12,20
72.0,61.0,0.037,0.023,1.1,0.005,2021-02-12,21
64.0,55.0,0.04,0.019,1.0,0.005,2021-02-12,22
63.0,56.0,0.04,0.019,1.0,0.005,2021-02-12,23
62.0,52.0,0.042,0.018,0.9,0.004,2021-02-13,0
64.0,58.0,0.042,0.017,0.8,0.004,2021-02-13,1
60.0,52.0,0.04,0.015,0.8,0.003,2021-02-13,2
63.0,50.0,0.038,0.014,0.7,0.003,2021-02-13,3
67.0,47.0,0.034,0.015,0.7,0.003,2021-02-13,4
63.0,54.0,0.031,0.016,0.7,0.003,2021-02-13,5
64.0,54.0,0.026,0.02,0.6,0.003,2021-02-13,6
76.0,66.0,0.018,0.029,0.6,0.003,2021-02-13,7
77.0,64.0,0.011,0.034,0.7,0.003,2021-02-13,8
86.0,60.0,0.011,0.035,0.7,0.003,2021-02-13,9
