날짜,시간대,차량진입횟수,체류시간
2020-09-01,7,8,0 days 00:21:00
2020-09-01,8,520,0 days 00:30:33.230769230
2020-09-01,9,754,0 days 00:29:29.761273209
2020-09-01,10,900,0 days 00:29:26.533333333
2020-09-01,11,898,0 days 00:58:36.881959910
2020-09-01,12,26,0 days 00:26:46.153846153
2020-09-01,13,1150,0 days 00:31:55.721739130
2020-09-01,14,1082,0 days 00:34:12.310536044
2020-09-01,15,1158,0 days 00:42:57.720207253
2020-09-01,16,1076,0 days 00:39:29.219330855
2020-09-01,17,816,0 days 00:56:13.529411764
2020-09-01,18,96,0 days 00:41:01.250000
2020-09-01,19,880,0 days 00:45:51.818181818
2020-09-01,20,420,0 days 00:45:34.857142857
2020-09-01,21,266,0 days 00:36:01.353383458
2020-09-01,22,106,0 days 00:40:44.150943396
2020-09-01,23,26,0 days 00:30:09.230769230
2020-09-03,7,34,0 days 00:24:17.647058823
2020-09-03,8,680,0 days 00:27:47.470588235
2020-09-03,9,1106,0 days 00:35:49.909584086
2020-09-03,10,1200,0 days 00:34:47.300000
2020-09-03,11,898,0 days 00:58:06.414253897
2020-09-03,12,52,0 days 00:33:20.769230769
2020-09-03,13,1166,0 days 00:28:20.686106346
2020-09-03,14,1182,0 days 00:36:10.964467005
2020-09-03,15,1222,0 days 00:40:49.001636661
2020-09-03,16,1052,0 days 00:41:43.916349809
2020-09-03,17,700,0 days 00:40:51.257142857
2020-09-03,18,82,0 days 00:39:08.780487804
2020-09-03,19,570,0 days 00:35:52.842105263
2020-09-03,20,246,0 days 00:37:34.634146341
2020-09-03,21,228,0 days 00:26:28.421052631
2020-09-03,22,84,0 days 00:22:01.428571428
2020-09-03,23,2,0 days 00:14:00
2020-09-04,7,14,0 days 00:20:34.285714285
2020-09-04,8,626,0 days 00:28:51.757188498
2020-09-04,9,728,0 days 00:32:08.076923076
2020-09-04,10,876,0 days 00:41:26.712328767
2020-09-04,11,780,0 days 01:01:49.692307692
2020-09-04,12,18,0 days 00:35:40
2020-09-04,13,1058,0 days 00:34:07.599243856
2020-09-04,14,852,0 days 00:32:26.619718309
2020-09-04,15,800,0 days 00:33:08.850000
2020-09-04,16,1144,0 days 00:39:52.867132867
2020-09-04,17,688,0 days 00:45:26.511627906
2020-09-04,18,72,0 days 00:51:11.666666666
2020-09-04,19,872,0 days 00:51:17.064220183
2020-09-04,20,424,0 days 00:43:41.037735849
2020-09-04,21,252,0 days 00:37:05.714285714
2020-09-04,22,122,0 days 00:25:51.147540983
2020-09-04,23,18,0 days 00:20:46.666666666
2020-09-05,7,16,0 days 00:28:52.500000
2020-09-05,8,442,0 days 00:37:46.153846153
2020-09-05,9,576,0 days 00:34:34.166666666
2020-09-05,10,732,0 days 00:34:32.622950819
2020-09-05,11,666,0 days 01:06:55.855855855
2020-09-05,12,24,0 days 00:41:10
2020-09-05,13,644,0 days 00:32:20.310559006
2020-09-05,14,518,0 days 00:27:51.891891891
2020-09-05,15,388,0 days 00:30:13.608247422
2020-09-05,16,358,0 days 00:31:32.178770949
2020-09-05,17,150,0 days 00:27:16
2020-09-05,18,54,0 days 00:30:02.222222222
2020-09-05,19,140,0 days 00:33:17.142857142
2020-09-05,20,56,0 days 00:25:42.857142857
2020-09-05,21,8,0 days 00:25:45
2020-09-06,7,8,0 days 00:16:45
2020-09-06,8,28,0 days 00:20:21.428571428
2020-09-06,9,66,0 days 00:17:09.090909090
2020-09-06,10,40,0 days 00:22:00
2020-09-06,11,30,0 days 00:34:00
2020-09-06,12,16,0 days 00:16:22.500000
2020-09-06,13,32,0 days 00:23:52.500000
2020-09-06,14,22,0 days 00:20:32.727272727
2020-09-06,15,34,0 days 00:23:52.941176470
2020-09-06,16,14,0 days 00:14:51.428571428
2020-09-06,17,4,0 days 00:08:30
2020-09-07,14,1258,0 days 00:28:19.268680445
2020-09-07,15,1034,0 days 00:33:56.982591876
2020-09-07,16,908,0 days 00:28:20.881057268
2020-09-07,17,510,0 days 00:25:07.529411764
2020-09-07,18,116,0 days 00:24:19.655172413
2020-09-07,19,382,0 days 00:25:26.701570680
2020-09-07,20,162,0 days 00:24:37.037037037
2020-09-07,21,112,0 days 00:21:02.142857142
2020-09-07,22,22,0 days 00:19:43.636363636
2020-09-08,7,20,0 days 00:37:18
2020-09-08,8,556,0 days 00:29:52.446043165
2020-09-08,9,838,0 days 00:30:04.582338902
2020-09-08,10,854,0 days 00:37:40.608899297
2020-09-08,11,806,0 days 01:05:48.684863523
2020-09-08,12,30,0 days 00:28:28
2020-09-08,13,1062,0 days 00:32:11.751412429
2020-09-08,14,1022,0 days 00:35:11.624266144
2020-09-08,15,1070,0 days 00:39:53.943925233
2020-09-08,16,1054,0 days 00:42:17.191650853
2020-09-08,17,574,0 days 01:08:39.303135888
2020-09-08,18,128,0 days 00:51:18.750000
2020-09-08,19,576,0 days 00:54:27.500000
2020-09-08,20,222,0 days 00:36:09.729729729
2020-09-08,21,140,0 days 00:34:10.285714285
2020-09-08,22,58,0 days 00:22:08.275862068
2020-09-08,23,10,0 days 00:21:36
2020-09-09,7,6,0 days 00:33:00
2020-09-09,8,558,0 days 00:29:12.258064516
2020-09-09,9,794,0 days 00:34:58.035264483
2020-09-09,10,906,0 days 00:42:13.377483443
2020-09-09,11,774,0 days 01:10:11.007751937
2020-09-09,12,50,0 days 00:40:14.400000
2020-09-09,13,1016,0 days 00:46:27.283464566
2020-09-09,14,986,0 days 00:47:33.346855983
2020-09-09,15,1042,0 days 00:50:56.890595009
2020-09-09,16,932,0 days 00:49:58.712446351
2020-09-09,17,572,0 days 00:52:57.062937062
2020-09-09,18,118,0 days 00:45:00
2020-09-09,19,534,0 days 00:45:00.224719101
2020-09-09,20,242,0 days 00:41:57.024793388
2020-09-09,21,120,0 days 00:29:31
2020-09-09,22,60,0 days 00:23:56
2020-09-09,23,24,0 days 00:12:25
2020-09-10,7,14,0 days 00:53:34.285714285
2020-09-10,8,512,0 days 00:41:35.859375
2020-09-10,9,748,0 days 00:38:18.288770053
2020-09-10,10,814,0 days 00:38:48.501228501
2020-09-10,11,674,0 days 01:03:10.860534124
2020-09-10,12,24,0 days 00:44:05
2020-09-10,13,1080,0 days 00:39:14.666666666
2020-09-10,14,920,0 days 00:36:59.086956521
2020-09-10,15,1182,0 days 00:45:34.010152284
2020-09-10,16,908,0 days 00:43:44.933920704
2020-09-10,17,592,0 days 00:41:26.351351351
2020-09-10,18,138,0 days 00:53:22.608695652
2020-09-10,19,452,0 days 00:48:09.557522123
2020-09-10,20,258,0 days 00:35:39.534883720
2020-09-10,21,88,0 days 00:27:13.636363636
2020-09-10,22,62,0 days 00:27:15.483870967
2020-09-10,23,8,0 days 00:22:30
2020-09-11,7,30,0 days 00:44:00
2020-09-11,8,510,0 days 00:33:00
2020-09-11,9,730,0 days 00:38:38.630136986
2020-09-11,10,814,0 days 00:43:03.832923832
2020-09-11,11,766,0 days 01:02:01.723237597
2020-09-11,12,28,0 days 00:36:38.571428571
2020-09-11,13,1004,0 days 00:39:02.270916334
2020-09-11,14,944,0 days 00:38:04.322033898
2020-09-11,15,1084,0 days 00:48:45.387453874
2020-09-11,16,996,0 days 00:50:08.072289156
2020-09-11,17,604,0 days 00:49:40.927152317
2020-09-11,18,152,0 days 00:38:48.947368421
2020-09-11,19,460,0 days 00:37:23.739130434
2020-09-11,20,238,0 days 00:37:00
2020-09-11,21,124,0 days 00:32:24.193548387
2020-09-11,22,68,0 days 00:27:14.117647058
2020-09-11,23,12,0 days 00:16:50
2020-09-12,7,40,0 days 00:51:09
2020-09-12,8,324,0 days 00:38:18.888888888
2020-09-12,9,516,0 days 00:39:11.162790697
2020-09-12,10,562,0 days 00:38:09.608540925
2020-09-12,11,462,0 days 01:04:12.727272727
2020-09-12,12,22,0 days 00:40:27.272727272
2020-09-12,13,594,0 days 00:28:43.434343434
2020-09-12,14,320,0 days 00:29:03
2020-09-12,15,278,0 days 00:35:15.539568345
2020-09-12,16,136,0 days 00:25:07.941176470
2020-09-12,17,66,0 days 00:18:20
2020-09-12,18,12,0 days 00:15:30
2020-09-12,19,44,0 days 00:22:27.272727272
2020-09-12,20,26,0 days 00:27:23.076923076
2020-09-12,21,16,0 days 00:21:45
2020-09-13,7,2,0 days 00:49:00
2020-09-13,8,18,0 days 00:26:13.333333333
2020-09-13,9,8,0 days 00:47:30
2020-09-13,10,20,0 days 00:29:00
2020-09-13,11,10,0 days 00:12:12
2020-09-13,12,2,0 days 00:12:00
2020-09-13,13,24,0 days 00:26:55
2020-09-13,14,2,0 days 00:13:00
2020-09-13,15,44,0 days 00:18:13.636363636
2020-09-13,16,14,0 days 00:25:25.714285714
2020-09-13,19,4,0 days 00:19:30
2020-09-14,7,6,0 days 00:22:00
2020-09-14,8,510,0 days 00:31:07.058823529
2020-09-14,9,774,0 days 00:32:35.968992248
2020-09-14,10,946,0 days 00:36:13.192389006
2020-09-14,11,676,0 days 00:59:36.035502958
2020-09-14,12,60,0 days 00:38:38
2020-09-14,13,960,0 days 00:38:36.375000
2020-09-14,14,1024,0 days 00:40:52.851562500
2020-09-14,15,1104,0 days 00:45:34.565217391
2020-09-14,16,1084,0 days 00:42:02.767527675
2020-09-14,17,694,0 days 00:47:19.020172910
2020-09-14,18,54,0 days 00:30:00
2020-09-14,19,630,0 days 00:31:12.952380952
2020-09-14,20,304,0 days 00:27:42.236842105
2020-09-14,21,144,0 days 00:27:32.500000
2020-09-14,22,66,0 days 00:20:52.727272727
2020-09-14,23,6,0 days 00:12:00
2020-09-15,7,16,0 days 00:38:37.500000
2020-09-15,8,578,0 days 00:43:51.487889273
2020-09-15,9,750,0 days 00:39:57.280000
2020-09-15,10,800,0 days 00:45:34.050000
2020-09-15,11,738,0 days 01:02:49.593495934
2020-09-15,12,38,0 days 00:38:31.578947368
2020-09-15,13,1122,0 days 00:42:53.689839572
2020-09-15,14,884,0 days 00:52:19.004524886
2020-09-15,15,936,0 days 00:48:38.076923076
2020-09-15,16,994,0 days 00:53:15.331991951
2020-09-15,17,712,0 days 01:07:54.438202247
2020-09-15,18,100,0 days 01:23:04.800000
2020-09-15,19,556,0 days 01:02:34.748201438
2020-09-15,20,304,0 days 00:47:26.842105263
2020-09-15,21,182,0 days 00:31:46.153846153
2020-09-15,22,84,0 days 00:18:08.571428571
2020-09-15,23,10,0 days 00:17:24
2020-09-16,7,8,0 days 00:28:15
2020-09-16,8,690,0 days 00:43:15.478260869
2020-09-16,9,724,0 days 00:41:51.381215469
2020-09-16,10,926,0 days 00:48:16.457883369
2020-09-16,11,640,0 days 01:08:42
2020-09-16,12,28,0 days 00:36:55.714285714
2020-09-16,13,1152,0 days 00:40:43.333333333
2020-09-16,14,938,0 days 00:48:22.132196162
2020-09-16,15,1108,0 days 00:52:36.823104693
2020-09-16,16,1136,0 days 00:55:46.690140845
2020-09-16,17,526,0 days 00:50:59.087452471
2020-09-16,18,38,0 days 00:23:22.105263157
2020-09-16,19,656,0 days 00:38:50.304878048
2020-09-16,20,284,0 days 00:32:26.619718309
2020-09-16,21,210,0 days 00:29:18.285714285
2020-09-16,22,106,0 days 00:25:47.547169811
2020-09-16,23,10,0 days 00:17:12
2020-09-17,1,28,0 days 00:29:08.571428571
2020-09-17,2,26,0 days 00:08:00
2020-09-17,3,10,0 days 00:07:12
2020-09-17,7,22,0 days 00:49:32.727272727
2020-09-17,8,680,0 days 00:30:46.235294117
2020-09-17,9,824,0 days 00:31:51.990291262
2020-09-17,10,904,0 days 00:43:22.035398230
2020-09-17,11,778,0 days 01:08:34.395886889
2020-09-17,12,26,0 days 00:46:09.230769230
2020-09-17,13,1116,0 days 00:44:19.247311827
2020-09-17,14,1074,0 days 00:53:54.972067039
2020-09-17,15,1000,0 days 00:53:52.800000
2020-09-17,16,974,0 days 00:58:00.369609856
2020-09-17,17,594,0 days 00:55:50.707070707
2020-09-17,18,58,0 days 00:38:02.068965517
2020-09-17,19,688,0 days 00:49:12.034883720
2020-09-17,20,252,0 days 00:43:06.666666666
2020-09-17,21,134,0 days 00:37:17.014925373
2020-09-17,22,68,0 days 00:25:07.058823529
2020-09-17,23,18,0 days 00:23:40
2020-09-18,7,14,0 days 01:03:00
2020-09-18,8,590,0 days 00:50:40.067796610
2020-09-18,9,734,0 days 00:40:51.825613079
2020-09-18,10,698,0 days 00:49:16.160458452
2020-09-18,11,750,0 days 01:07:50.720000
2020-09-18,12,42,0 days 00:46:51.428571428
2020-09-18,13,1074,0 days 00:40:39.441340782
2020-09-18,14,984,0 days 00:48:55.731707317
2020-09-18,15,1004,0 days 00:51:37.171314741
2020-09-18,16,1006,0 days 00:53:30.536779324
2020-09-18,17,572,0 days 00:52:41.748251748
2020-09-18,18,64,0 days 00:54:07.500000
2020-09-18,19,570,0 days 00:49:17.894736842
2020-09-18,20,224,0 days 00:43:03.214285714
2020-09-18,21,94,0 days 00:32:22.978723404
2020-09-18,22,66,0 days 00:28:36.363636363
2020-09-18,23,8,0 days 00:13:15
2020-09-19,7,20,0 days 00:31:18
2020-09-19,8,418,0 days 00:33:30.430622009
2020-09-19,9,530,0 days 00:29:02.943396226
2020-09-19,10,524,0 days 00:28:52.900763358
2020-09-19,11,428,0 days 00:53:16.261682242
2020-09-19,12,72,0 days 00:28:28.333333333
2020-09-19,13,432,0 days 00:29:24.722222222
2020-09-19,14,342,0 days 00:27:21.403508771
2020-09-19,15,274,0 days 00:27:45.985401459
2020-09-19,16,162,0 days 00:24:11.111111111
2020-09-19,17,88,0 days 00:16:51.818181818
2020-09-19,18,12,0 days 00:23:00
2020-09-19,19,46,0 days 00:23:13.043478260
2020-09-19,20,20,0 days 00:21:36
2020-09-19,21,6,0 days 00:35:00
2020-09-20,7,2,0 days 00:22:00
2020-09-20,8,20,0 days 00:27:54
2020-09-20,9,36,0 days 00:40:20
2020-09-20,10,136,0 days 00:20:56.470588235
2020-09-20,11,24,0 days 00:26:15
2020-09-20,12,12,0 days 00:14:20
2020-09-20,13,78,0 days 00:17:16.923076923
2020-09-20,14,78,0 days 00:17:03.076923076
2020-09-20,15,78,0 days 00:29:03.076923076
2020-09-20,16,40,0 days 00:35:09
2020-09-20,17,6,0 days 00:14:40
2020-09-20,19,2,0 days 00:14:00
2020-09-21,7,22,0 days 00:20:16.363636363
2020-09-21,8,364,0 days 00:33:27.692307692
2020-09-21,9,772,0 days 00:37:54.093264248
2020-09-21,10,880,0 days 00:47:44.727272727
2020-09-21,11,778,0 days 01:16:56.143958868
2020-09-21,12,46,0 days 00:30:05.217391304
2020-09-21,13,946,0 days 00:41:28.668076109
2020-09-21,14,868,0 days 00:39:00.552995391
2020-09-21,15,1024,0 days 00:47:52.382812500
2020-09-21,16,1072,0 days 01:04:35.373134328
2020-09-21,17,640,0 days 01:02:10.125000
2020-09-21,18,166,0 days 00:36:19.518072289
2020-09-21,19,516,0 days 00:55:28.139534883
2020-09-21,20,302,0 days 00:48:51.258278145
2020-09-21,21,218,0 days 00:45:11.559633027
2020-09-21,22,106,0 days 00:35:53.207547169
2020-09-21,23,58,0 days 00:16:57.931034482
2020-09-22,7,42,0 days 01:10:00
2020-09-22,8,576,0 days 00:41:58.958333333
2020-09-22,9,764,0 days 00:42:52.146596858
2020-09-22,10,864,0 days 00:57:37.361111111
2020-09-22,11,570,0 days 01:25:56.210526315
2020-09-22,12,30,0 days 00:26:24
2020-09-22,13,1014,0 days 00:40:01.420118343
2020-09-22,14,1010,0 days 00:40:45.267326732
2020-09-22,15,1100,0 days 00:46:13.200000
2020-09-22,16,932,0 days 00:58:58.326180257
2020-09-22,17,702,0 days 01:28:43.418803418
2020-09-22,18,114,0 days 01:01:36.842105263
2020-09-22,19,676,0 days 00:58:18.639053254
2020-09-22,20,322,0 days 00:39:42.111801242
2020-09-22,21,176,0 days 00:33:09.545454545
2020-09-22,22,110,0 days 00:31:49.090909090
2020-09-22,23,22,0 days 00:18:43.636363636
2020-09-23,7,24,0 days 00:42:05
2020-09-23,8,592,0 days 00:31:14.594594594
2020-09-23,9,694,0 days 00:36:00.864553314
2020-09-23,10,932,0 days 00:44:31.287553648
2020-09-23,11,730,0 days 01:03:23.506849315
2020-09-23,12,22,0 days 00:31:43.636363636
2020-09-23,13,964,0 days 00:37:13.568464730
2020-09-23,14,1034,0 days 00:37:21.586073500
2020-09-23,15,1044,0 days 00:40:40
2020-09-23,16,1034,0 days 00:40:04.990328820
2020-09-23,17,814,0 days 00:51:25.651105651
2020-09-23,18,136,0 days 00:30:37.941176470
2020-09-23,19,542,0 days 00:44:07.527675276
2020-09-23,20,326,0 days 00:34:45.276073619
2020-09-23,21,164,0 days 00:24:32.926829268
2020-09-23,22,72,0 days 00:29:58.333333333
2020-09-23,23,10,0 days 00:13:48
2020-09-24,7,68,0 days 01:15:26.470588235
2020-09-24,8,588,0 days 00:39:30
2020-09-24,9,706,0 days 00:37:37.053824362
2020-09-24,10,830,0 days 00:39:18.650602409
2020-09-24,11,816,0 days 01:04:37.500000
2020-09-24,12,40,0 days 00:33:21
2020-09-24,13,932,0 days 00:35:22.274678111
2020-09-24,14,978,0 days 00:34:26.012269938
2020-09-24,15,950,0 days 00:37:58.863157894
2020-09-24,16,1044,0 days 00:42:34.942528735
2020-09-24,17,734,0 days 00:55:11.117166212
2020-09-24,18,110,0 days 00:36:38.181818181
2020-09-24,19,652,0 days 00:48:05.705521472
2020-09-24,20,366,0 days 00:30:12.131147540
2020-09-24,21,294,0 days 00:27:46.938775510
2020-09-24,22,184,0 days 00:26:46.956521739
2020-09-24,23,54,0 days 00:22:00
2020-09-25,7,56,0 days 00:55:51.428571428
2020-09-25,8,570,0 days 00:30:28.842105263
2020-09-25,9,678,0 days 00:36:41.946902654
2020-09-25,10,824,0 days 00:39:13.980582524
2020-09-25,11,754,0 days 01:11:52.838196286
2020-09-25,12,28,0 days 00:37:55.714285714
2020-09-25,13,1028,0 days 00:43:56.147859922
2020-09-25,14,924,0 days 00:55:32.077922077
2020-09-25,15,950,0 days 00:49:53.431578947
2020-09-25,16,908,0 days 00:47:56.299559471
2020-09-25,17,566,0 days 00:45:48.339222614
2020-09-25,18,116,0 days 00:46:04.137931034
2020-09-25,19,626,0 days 00:39:07.092651757
2020-09-25,20,344,0 days 00:29:18.837209302
2020-09-25,21,200,0 days 00:30:18
2020-09-25,22,80,0 days 00:28:00
2020-09-25,23,14,0 days 00:17:17.142857142
2020-09-26,7,34,0 days 00:31:03.529411764
2020-09-26,8,434,0 days 00:38:41.198156682
2020-09-26,9,632,0 days 00:38:26.772151898
2020-09-26,10,680,0 days 00:42:27.176470588
2020-09-26,11,620,0 days 01:07:04.451612903
2020-09-26,12,58,0 days 00:42:08.275862068
2020-09-26,13,584,0 days 00:33:44.383561643
2020-09-26,14,432,0 days 00:30:07.500000
2020-09-26,15,390,0 days 00:33:07.076923076
2020-09-26,16,396,0 days 00:29:10.606060606
2020-09-26,17,170,0 days 00:21:22.588235294
2020-09-26,18,60,0 days 00:24:14
2020-09-26,19,156,0 days 00:23:57.692307692
2020-09-26,20,24,0 days 00:23:30
2020-09-26,21,36,0 days 00:33:00
2020-09-26,22,22,0 days 00:36:27.272727272
2020-09-26,23,2,0 days 00:10:00
2020-09-27,7,8,0 days 00:12:00
2020-09-27,8,110,0 days 00:15:28.363636363
2020-09-27,9,194,0 days 00:21:39.587628865
2020-09-27,10,176,0 days 00:27:41.590909090
2020-09-27,11,60,0 days 00:36:28
2020-09-27,12,12,0 days 00:14:30
2020-09-27,13,72,0 days 00:24:18.333333333
2020-09-27,14,68,0 days 00:27:05.294117647
2020-09-27,15,100,0 days 00:25:09.600000
2020-09-27,16,84,0 days 00:17:54.285714285
2020-09-27,17,44,0 days 00:17:02.727272727
2020-09-27,19,28,0 days 00:20:34.285714285
2020-09-28,7,26,0 days 01:05:46.153846153
2020-09-28,8,484,0 days 00:33:45.867768595
2020-09-28,9,694,0 days 00:41:04.495677233
2020-09-28,10,732,0 days 00:38:38.032786885
2020-09-28,11,766,0 days 00:51:27.101827676
2020-09-28,12,30,0 days 00:40:32
2020-09-28,13,986,0 days 00:42:53.549695740
2020-09-28,14,954,0 days 00:44:06.792452830
2020-09-28,15,972,0 days 00:50:08.765432098
2020-09-28,16,950,0 days 00:55:42.694736842
2020-09-28,17,740,0 days 00:54:41.675675675
2020-09-28,18,96,0 days 00:42:26.250000
2020-09-28,19,864,0 days 00:52:02.916666666
2020-09-28,20,376,0 days 00:50:52.978723404
2020-09-28,21,260,0 days 00:48:12
2020-09-28,22,168,0 days 00:38:18.571428571
2020-09-28,23,28,0 days 00:24:00
2020-09-29,7,16,0 days 00:27:07.500000
2020-09-29,8,560,0 days 00:41:19.928571428
2020-09-29,9,794,0 days 00:37:51.234256926
2020-09-29,10,876,0 days 00:45:46.849315068
2020-09-29,11,680,0 days 01:02:57.352941176
2020-09-29,12,16,0 days 00:18:30
2020-09-29,13,964,0 days 00:33:53.029045643
2020-09-29,14,1114,0 days 00:41:39.748653500
2020-09-29,15,1138,0 days 00:47:51.247803163
2020-09-29,16,1062,0 days 00:45:36.949152542
2020-09-29,17,718,0 days 01:06:02.674094707
2020-09-29,18,50,0 days 01:13:55.200000
2020-09-29,19,670,0 days 00:55:49.791044776
2020-09-29,20,304,0 days 00:46:10.263157894
2020-09-29,21,214,0 days 00:41:16.822429906
2020-09-29,22,74,0 days 00:41:06.486486486
2020-09-29,23,28,0 days 00:19:34.285714285
2020-09-30,7,44,0 days 00:20:05.454545454
2020-09-30,8,254,0 days 00:33:16.062992125
2020-09-30,9,276,0 days 00:35:39.565217391
2020-09-30,10,266,0 days 00:34:06.315789473
2020-09-30,11,168,0 days 01:01:35
2020-09-30,12,56,0 days 00:29:42.857142857
2020-09-30,13,250,0 days 00:43:29.760000
2020-09-30,14,202,0 days 00:28:23.762376237
2020-09-30,15,114,0 days 00:27:57.894736842
2020-09-30,16,32,0 days 00:10:03.750000
2020-09-30,17,12,0 days 00:29:10
2020-09-30,19,10,0 days 00:35:36
2020-09-30,22,2,0 days 00:19:00
2020-10-02,7,2,0 days 00:08:00
2020-10-02,8,20,0 days 00:50:48
2020-10-02,9,24,0 days 00:42:35
2020-10-02,10,42,0 days 00:25:34.285714285
2020-10-02,11,10,0 days 00:15:36
2020-10-02,12,2,0 days 00:08:00
2020-10-02,13,18,0 days 00:38:53.333333333
2020-10-02,14,26,0 days 00:19:36.923076923
2020-10-02,15,22,0 days 00:16:05.454545454
2020-10-02,16,46,0 days 00:16:15.652173913
2020-10-03,7,10,0 days 00:21:24
2020-10-03,8,94,0 days 00:21:28.085106382
2020-10-03,9,178,0 days 00:24:29.662921348
2020-10-03,10,228,0 days 00:22:56.842105263
2020-10-03,11,110,0 days 00:33:58.909090909
2020-10-03,12,44,0 days 00:18:46.363636363
2020-10-03,13,172,0 days 00:17:53.023255813
2020-10-03,14,124,0 days 00:21:08.709677419
2020-10-03,15,92,0 days 00:20:24.782608695
2020-10-03,16,84,0 days 00:16:02.857142857
2020-10-03,17,52,0 days 00:12:02.307692307
2020-10-03,18,2,0 days 00:18:00
2020-10-03,21,6,0 days 00:23:20
2020-10-04,8,26,0 days 00:22:36.923076923
2020-10-04,9,26,0 days 00:29:50.769230769
2020-10-04,10,54,0 days 00:20:08.888888888
2020-10-04,11,30,0 days 00:52:12
2020-10-04,12,8,0 days 01:11:45
2020-10-04,13,76,0 days 00:26:01.578947368
2020-10-04,14,46,0 days 00:17:36.521739130
2020-10-04,15,40,0 days 00:20:30
2020-10-04,16,10,0 days 00:16:00
2020-10-04,19,14,0 days 00:25:08.571428571
2020-10-04,23,2,0 days 00:00:00
2020-10-05,7,28,0 days 00:34:21.428571428
2020-10-05,8,356,0 days 00:20:04.719101123
2020-10-05,9,742,0 days 00:28:31.374663072
2020-10-05,10,890,0 days 00:30:20.359550561
2020-10-05,11,754,0 days 00:57:09.708222811
2020-10-05,12,30,0 days 00:34:56
2020-10-05,13,1032,0 days 00:34:30.116279069
2020-10-05,14,946,0 days 00:41:01.014799154
2020-10-05,15,1066,0 days 00:38:15.422138836
2020-10-05,16,1044,0 days 00:40:50.574712643
2020-10-05,17,720,0 days 00:45:07.333333333
2020-10-05,18,170,0 days 00:50:02.823529411
2020-10-05,19,604,0 days 00:51:47.086092715
2020-10-05,20,208,0 days 00:44:43.269230769
2020-10-05,21,184,0 days 00:33:49.565217391
2020-10-05,22,68,0 days 00:31:44.117647058
2020-10-05,23,10,0 days 00:21:36
2020-10-06,7,8,0 days 00:36:45
2020-10-06,8,428,0 days 00:32:28.037383177
2020-10-06,9,794,0 days 00:28:52.141057934
2020-10-06,10,932,0 days 00:34:48.669527896
2020-10-06,11,752,0 days 01:03:31.914893617
2020-10-06,12,22,0 days 00:25:05.454545454
2020-10-06,13,1106,0 days 00:36:28.209764918
2020-10-06,14,1004,0 days 00:40:17.330677290
2020-10-06,15,1072,0 days 00:40:25.298507462
2020-10-06,16,1024,0 days 00:43:58.359375
2020-10-06,17,618,0 days 01:04:34.951456310
2020-10-06,18,112,0 days 00:57:57.857142857
2020-10-06,19,492,0 days 00:52:55.121951219
2020-10-06,20,240,0 days 00:44:38
2020-10-06,21,198,0 days 00:28:26.060606060
2020-10-06,22,100,0 days 00:22:04.800000
2020-10-06,23,8,0 days 00:19:15
2020-10-07,7,18,0 days 00:21:40
2020-10-07,8,570,0 days 00:34:53.263157894
2020-10-07,9,810,0 days 00:39:25.333333333
2020-10-07,10,788,0 days 00:37:21.928934010
2020-10-07,11,658,0 days 00:52:20.243161094
2020-10-07,12,28,0 days 00:20:17.142857142
2020-10-07,13,982,0 days 00:30:46.313645621
2020-10-07,14,966,0 days 00:43:25.465838509
2020-10-07,15,920,0 days 00:49:41.217391304
2020-10-07,16,1034,0 days 00:49:06.150870406
2020-10-07,17,680,0 days 00:53:58.235294117
2020-10-07,18,72,0 days 00:34:50
2020-10-07,19,754,0 days 00:45:49.336870026
2020-10-07,20,278,0 days 00:41:00
2020-10-07,21,172,0 days 00:28:43.953488372
2020-10-07,22,70,0 days 00:33:42.857142857
2020-10-07,23,16,0 days 00:20:00
2020-10-08,7,20,0 days 00:34:18
2020-10-08,8,586,0 days 00:42:19.044368600
2020-10-08,9,714,0 days 00:40:20
2020-10-08,10,838,0 days 00:40:56.563245823
2020-10-08,11,720,0 days 01:00:02.333333333
2020-10-08,12,36,0 days 00:29:03.333333333
2020-10-08,13,1130,0 days 00:38:19.539823008
2020-10-08,14,850,0 days 00:49:26.400000
2020-10-08,15,862,0 days 00:49:42.041763341
2020-10-08,16,1072,0 days 00:46:03.694029850
2020-10-08,17,850,0 days 00:57:27.105882352
2020-10-08,18,62,0 days 00:48:23.225806451
2020-10-08,19,660,0 days 00:56:46.909090909
2020-10-08,20,306,0 days 00:49:04.313725490
2020-10-08,21,248,0 days 00:35:28.064516129
2020-10-08,22,76,0 days 00:32:06.315789473
2020-10-08,23,12,0 days 00:15:40
2020-10-09,7,42,0 days 00:33:14.285714285
2020-10-09,8,286,0 days 00:45:16.363636363
2020-10-09,9,370,0 days 00:37:00
2020-10-09,10,540,0 days 00:40:13.555555555
2020-10-09,11,418,0 days 01:06:39.617224880
2020-10-09,12,76,0 days 00:34:01.578947368
2020-10-09,13,504,0 days 00:27:41.666666666
2020-10-09,14,398,0 days 00:31:21.407035175
2020-10-09,15,264,0 days 00:35:21.818181818
2020-10-09,16,214,0 days 00:27:00
2020-10-09,17,96,0 days 00:17:53.750000
2020-10-09,18,4,0 days 00:39:00
2020-10-09,19,36,0 days 00:30:03.333333333
2020-10-09,20,6,0 days 00:37:00
2020-10-09,21,2,0 days 00:26:00
2020-10-09,22,4,0 days 00:16:00
2020-10-10,7,14,0 days 00:20:51.428571428
2020-10-10,8,488,0 days 00:40:06.639344262
