날짜,시간대,차량진입횟수,체류시간
2021-04-23,21,42,0 days 00:32:04.119047619
2021-04-23,22,17,0 days 00:51:41.882352941
2021-04-23,23,9,0 days 00:19:22.666666666
2021-04-24,0,3,0 days 00:55:58
2021-04-24,1,4,0 days 00:32:04.250000
2021-04-24,4,2,0 days 00:48:48
2021-04-24,5,2,0 days 00:13:04.500000
2021-04-24,6,1,0 days 00:21:55
2021-04-24,7,32,0 days 00:26:20.250000
2021-04-24,8,145,0 days 00:41:16.144827586
2021-04-24,9,188,0 days 00:35:23.914893617
2021-04-24,10,279,0 days 00:33:44.953405017
2021-04-24,11,248,0 days 00:42:15.637096774
2021-04-24,12,67,0 days 00:37:27.253731343
2021-04-24,13,196,0 days 00:31:39.816326530
2021-04-24,14,139,0 days 00:29:07.179856115
2021-04-24,15,136,0 days 00:32:26.154411764
2021-04-24,16,78,0 days 00:26:43.282051282
2021-04-24,17,48,0 days 00:17:56.541666666
2021-04-24,18,18,0 days 00:22:07.666666666
2021-04-24,19,19,0 days 00:40:13.368421052
2021-04-24,20,8,0 days 00:17:06.375000
2021-04-24,21,6,0 days 00:19:58.333333333
2021-04-24,22,2,0 days 00:12:45.500000
2021-04-25,7,5,0 days 00:09:15.600000
2021-04-25,8,2,0 days 00:25:21.500000
2021-04-25,9,13,0 days 00:21:31.153846153
2021-04-25,10,17,0 days 00:14:56.588235294
2021-04-25,11,31,0 days 00:19:28.870967741
2021-04-25,12,2,0 days 00:27:12
2021-04-25,13,16,0 days 00:27:31.250000
2021-04-25,14,16,0 days 00:21:03.750000
2021-04-25,15,22,0 days 00:15:40.045454545
2021-04-25,16,24,0 days 00:13:47.291666666
2021-04-25,17,4,0 days 00:16:52.500000
2021-04-25,21,1,0 days 00:50:56
2021-04-26,7,45,0 days 00:25:20.800000
2021-04-26,8,276,0 days 00:36:52.456521739
2021-04-26,9,393,0 days 00:30:19.529262086
2021-04-26,10,466,0 days 00:25:09.075107296
2021-04-26,11,445,0 days 00:38:11.431460674
2021-04-26,12,134,0 days 00:32:15.865671641
2021-04-26,13,590,0 days 00:36:01.420338983
2021-04-26,14,539,0 days 00:33:57.899814471
2021-04-26,15,606,0 days 00:38:32.432343234
2021-04-26,16,534,0 days 00:35:01.134831460
2021-04-26,17,342,0 days 00:32:56.459064327
2021-04-26,18,141,0 days 00:32:47.581560283
2021-04-26,19,172,0 days 00:24:32.081395348
2021-04-26,20,89,0 days 00:31:19.629213483
2021-04-26,21,72,0 days 00:25:39.500000
2021-04-26,22,25,0 days 00:29:36.560000
2021-04-26,23,6,0 days 00:38:08.666666666
2021-04-27,0,6,0 days 00:56:23.833333333
2021-04-27,1,3,0 days 01:01:20.333333333
2021-04-27,2,3,0 days 00:54:07.666666666
2021-04-27,3,3,0 days 00:54:00.333333333
2021-04-27,4,3,0 days 00:38:41.333333333
2021-04-27,5,5,0 days 00:14:08.200000
2021-04-27,6,4,0 days 00:27:36.250000
2021-04-27,7,74,0 days 00:29:56.202702702
2021-04-27,8,318,0 days 00:41:01.962264150
2021-04-27,9,405,0 days 00:38:07.441975308
2021-04-27,10,440,0 days 00:39:09.777272727
2021-04-27,11,460,0 days 00:51:33.847826086
2021-04-27,12,120,0 days 00:36:19.241666666
2021-04-27,13,638,0 days 00:38:11.884012539
2021-04-27,14,537,0 days 00:34:12.189944134
2021-04-27,15,573,0 days 00:40:06.315881326
2021-04-27,16,560,0 days 00:41:44.825000
2021-04-27,17,343,0 days 00:37:57.685131195
2021-04-27,18,133,0 days 00:45:13.924812030
2021-04-27,19,178,0 days 00:36:31.089887640
2021-04-27,20,101,0 days 00:30:32.405940594
2021-04-27,21,59,0 days 00:37:23.610169491
2021-04-27,22,24,0 days 00:27:49.375000
2021-04-27,23,9,0 days 00:45:26.555555555
2021-04-28,0,7,0 days 00:50:06.428571428
2021-04-28,1,5,0 days 00:26:22.200000
2021-04-28,2,1,0 days 02:01:47
2021-04-28,3,1,0 days 01:01:29
2021-04-28,5,2,0 days 00:38:02
2021-04-28,6,4,0 days 00:49:00
2021-04-28,7,49,0 days 00:48:57.020408163
2021-04-28,8,275,0 days 00:40:38.952727272
2021-04-28,9,425,0 days 00:38:50.698823529
2021-04-28,10,490,0 days 00:43:11.973469387
2021-04-28,11,414,0 days 00:57:08.355072463
2021-04-28,12,112,0 days 00:42:31.901785714
2021-04-28,13,540,0 days 00:39:33.509259259
2021-04-28,14,529,0 days 00:37:21.729678638
2021-04-28,15,557,0 days 00:42:17.955116696
2021-04-28,16,517,0 days 00:43:42.251450676
2021-04-28,17,348,0 days 00:43:16.574712643
2021-04-28,18,178,0 days 00:47:39.455056179
2021-04-28,19,157,0 days 00:40:00.547770700
2021-04-28,20,82,0 days 00:32:22.707317073
2021-04-28,21,52,0 days 00:29:32.346153846
2021-04-28,22,22,0 days 00:27:56.636363636
2021-04-28,23,8,0 days 00:33:43.125000
2021-04-29,0,8,0 days 00:50:45.625000
2021-04-29,1,2,0 days 00:34:43
2021-04-29,4,1,0 days 00:42:17
2021-04-29,5,5,0 days 00:15:27.200000
2021-04-29,6,1,0 days 00:12:43
2021-04-29,7,54,0 days 00:33:46.388888888
2021-04-29,8,224,0 days 00:45:00.897321428
2021-04-29,9,210,0 days 00:34:36.138095238
2021-04-29,10,328,0 days 00:28:33.765243902
2021-04-29,11,324,0 days 00:38:33.688271604
2021-04-29,12,88,0 days 00:32:05.340909090
2021-04-29,13,412,0 days 00:27:32.941747572
2021-04-29,14,417,0 days 00:30:18.630695443
2021-04-29,15,520,0 days 00:33:32.136538461
2021-04-29,16,527,0 days 00:33:36.749525616
2021-04-29,17,296,0 days 00:34:11.540540540
2021-04-29,18,131,0 days 00:38:28.633587786
2021-04-29,19,132,0 days 00:25:34.856060606
2021-04-29,20,73,0 days 00:23:42.753424657
2021-04-29,21,37,0 days 00:31:47.432432432
2021-04-29,22,21,0 days 00:23:40.809523809
2021-04-29,23,7,0 days 00:13:47
2021-04-30,0,5,0 days 00:30:20.600000
2021-04-30,1,5,0 days 00:11:48.600000
2021-04-30,4,1,0 days 00:08:05
2021-04-30,6,5,0 days 00:25:28.400000
2021-04-30,7,54,0 days 00:32:15.370370370
2021-04-30,8,295,0 days 00:44:45.393220338
2021-04-30,9,431,0 days 00:35:23.076566125
2021-04-30,10,444,0 days 00:34:02.139639639
2021-04-30,11,405,0 days 00:51:51.972839506
2021-04-30,12,144,0 days 00:42:22.229166666
2021-04-30,13,486,0 days 00:36:14.113168724
2021-04-30,14,435,0 days 00:28:30.452873563
2021-04-30,15,384,0 days 00:31:24.093750
2021-04-30,16,378,0 days 00:43:11.828042328
2021-04-30,17,220,0 days 00:34:32.045454545
2021-04-30,18,116,0 days 00:42:03.086206896
2021-04-30,19,138,0 days 00:30:20.920289855
2021-04-30,20,92,0 days 00:27:17.576086956
2021-04-30,21,46,0 days 00:37:14.652173913
2021-04-30,22,26,0 days 00:34:05.500000
2021-04-30,23,11,0 days 01:04:19.727272727
2021-05-01,0,7,0 days 00:47:21.285714285
2021-05-01,1,4,0 days 00:31:34
2021-05-01,4,1,0 days 00:36:36
2021-05-01,5,2,0 days 00:21:57.500000
2021-05-01,7,40,0 days 00:20:49.100000
2021-05-01,8,113,0 days 00:43:47.929203539
2021-05-01,9,235,0 days 00:36:09.514893617
2021-05-01,10,210,0 days 00:37:02.447619047
2021-05-01,11,171,0 days 00:56:14.140350877
2021-05-01,12,53,0 days 00:55:32.358490566
2021-05-01,13,186,0 days 00:29:11.059139784
2021-05-01,14,119,0 days 00:29:01.857142857
2021-05-01,15,86,0 days 00:26:05.569767441
2021-05-01,16,56,0 days 00:20:48.303571428
2021-05-01,17,37,0 days 00:17:09.513513513
2021-05-01,18,7,0 days 00:58:45
2021-05-01,19,7,0 days 00:42:20.714285714
2021-05-01,20,1,0 days 00:43:34
2021-05-02,5,2,0 days 00:12:58.500000
2021-05-02,7,1,0 days 00:48:36
2021-05-02,8,7,0 days 00:30:43.857142857
2021-05-02,9,2,0 days 00:18:39.500000
2021-05-02,10,15,0 days 00:22:18
2021-05-02,11,4,0 days 00:39:57.500000
2021-05-02,12,1,0 days 01:08:54
2021-05-02,13,2,0 days 01:05:38.500000
2021-05-02,14,3,0 days 00:36:20
2021-05-02,16,5,0 days 00:17:55
2021-05-02,17,3,0 days 00:15:56.666666666
2021-05-03,6,2,0 days 00:29:40.500000
2021-05-03,7,55,0 days 00:32:57.290909090
2021-05-03,8,296,0 days 00:32:58.983108108
2021-05-03,9,420,0 days 00:32:46.752380952
2021-05-03,10,424,0 days 00:28:40.316037735
2021-05-03,11,382,0 days 00:38:23.319371727
2021-05-03,12,109,0 days 00:33:00.623853211
2021-05-03,13,566,0 days 00:32:29.597173144
2021-05-03,14,537,0 days 00:31:14.528864059
2021-05-03,15,526,0 days 00:34:27.313688212
2021-05-03,16,524,0 days 00:30:22.583969465
2021-05-03,17,385,0 days 00:29:45.025974025
2021-05-03,18,167,0 days 00:37:31.568862275
2021-05-03,19,127,0 days 00:24:44.937007874
2021-05-03,20,89,0 days 00:25:08.966292134
2021-05-03,21,55,0 days 00:27:30.236363636
2021-05-03,22,32,0 days 00:19:05.875000
2021-05-03,23,5,0 days 00:39:56.800000
2021-05-04,0,1,0 days 01:34:18
2021-05-04,1,2,0 days 00:20:03.500000
2021-05-04,2,1,0 days 00:31:55
2021-05-04,3,1,0 days 00:42:12
2021-05-04,6,2,0 days 00:55:35
2021-05-04,7,66,0 days 00:33:45.939393939
2021-05-04,8,300,0 days 00:44:17.860000
2021-05-04,9,419,0 days 00:37:18.885441527
2021-05-04,10,503,0 days 00:35:37.037773359
2021-05-04,11,426,0 days 00:57:50.035211267
2021-05-04,12,148,0 days 00:33:28.033783783
2021-05-04,13,529,0 days 00:36:43.453686200
2021-05-04,14,545,0 days 00:33:16.333944954
2021-05-04,15,570,0 days 00:34:41.859649122
2021-05-04,16,573,0 days 00:41:04.921465968
2021-05-04,17,354,0 days 00:47:52.533898305
2021-05-04,18,172,0 days 00:52:10.151162790
2021-05-04,19,161,0 days 00:45:45.677018633
2021-05-04,20,93,0 days 00:35:53.365591397
2021-05-04,21,47,0 days 00:28:48.063829787
2021-05-04,22,39,0 days 00:32:28.769230769
2021-05-04,23,5,0 days 00:24:21.400000
2021-05-05,2,2,0 days 00:32:45.500000
2021-05-05,5,2,0 days 00:21:12
2021-05-05,6,5,0 days 00:35:23
2021-05-05,7,18,0 days 00:22:41.055555555
2021-05-05,8,144,0 days 00:25:37.763888888
2021-05-05,9,121,0 days 00:31:24.826446280
2021-05-05,10,176,0 days 00:31:33.437500
2021-05-05,11,134,0 days 00:45:22.365671641
2021-05-05,12,26,0 days 00:33:52.653846153
2021-05-05,13,134,0 days 00:35:13.738805970
2021-05-05,14,72,0 days 00:26:41.305555555
2021-05-05,15,46,0 days 00:31:07.260869565
2021-05-05,16,27,0 days 00:28:38.629629629
2021-05-05,17,16,0 days 00:27:03
2021-05-05,18,12,0 days 00:24:14.833333333
2021-05-05,19,7,0 days 00:30:46.857142857
2021-05-05,20,3,0 days 00:12:38.666666666
2021-05-05,21,2,0 days 00:16:39
2021-05-05,22,1,0 days 00:14:17
2021-05-05,23,1,0 days 00:19:54
2021-05-06,4,1,0 days 00:15:20
2021-05-06,5,1,0 days 00:16:51
2021-05-06,6,5,0 days 00:36:50.200000
2021-05-06,7,39,0 days 00:38:04.897435897
2021-05-06,8,284,0 days 00:34:54.218309859
2021-05-06,9,405,0 days 00:32:13.172839506
2021-05-06,10,485,0 days 00:35:15.931958762
2021-05-06,11,496,0 days 00:46:38.574596774
2021-05-06,12,156,0 days 00:39:15.897435897
2021-05-06,13,546,0 days 00:34:39.410256410
2021-05-06,14,503,0 days 00:30:31.131212723
2021-05-06,15,580,0 days 00:35:35.898275862
2021-05-06,16,510,0 days 00:39:16.045098039
2021-05-06,17,373,0 days 00:44:34.171581769
2021-05-06,18,173,0 days 00:42:54.757225433
2021-05-06,19,154,0 days 00:35:24.967532467
2021-05-06,20,93,0 days 00:39:48.182795698
2021-05-06,21,45,0 days 00:34:58.111111111
2021-05-06,22,38,0 days 00:32:27.473684210
2021-05-06,23,23,0 days 00:19:37.869565217
2021-05-07,0,3,0 days 00:58:37.333333333
2021-05-07,1,3,0 days 00:28:48.666666666
2021-05-07,4,2,0 days 00:58:25.500000
2021-05-07,7,41,0 days 00:28:31.585365853
2021-05-07,8,278,0 days 00:36:52.895683453
2021-05-07,9,434,0 days 00:35:26.997695852
2021-05-07,10,498,0 days 00:32:09.662650602
2021-05-07,11,457,0 days 00:46:19.927789934
2021-05-07,12,125,0 days 00:38:36.248000
2021-05-07,13,568,0 days 00:36:56.811619718
2021-05-07,14,526,0 days 00:35:26.889733840
2021-05-07,15,526,0 days 00:35:34.739543726
2021-05-07,16,534,0 days 00:40:17.951310861
2021-05-07,17,365,0 days 00:47:23.684931506
2021-05-07,18,153,0 days 00:42:58.549019607
2021-05-07,19,130,0 days 00:36:16.038461538
2021-05-07,20,98,0 days 00:25:26.163265306
2021-05-07,21,46,0 days 00:23:04.543478260
2021-05-07,22,20,0 days 00:21:36.800000
2021-05-07,23,7,0 days 00:23:17.428571428
2021-05-08,4,1,0 days 00:24:41
2021-05-08,5,1,0 days 00:26:00
2021-05-08,7,27,0 days 00:30:16.037037037
2021-05-08,8,156,0 days 00:38:56.980769230
2021-05-08,9,219,0 days 00:38:12.799086757
2021-05-08,10,213,0 days 00:38:39.258215962
2021-05-08,11,163,0 days 00:51:59.852760736
2021-05-08,12,36,0 days 00:42:38.972222222
2021-05-08,13,152,0 days 00:39:57.388157894
2021-05-08,14,83,0 days 00:29:50.686746987
2021-05-08,15,54,0 days 00:20:38.740740740
2021-05-08,16,36,0 days 00:18:52.111111111
2021-05-08,17,21,0 days 00:19:47.285714285
2021-05-08,18,8,0 days 00:23:10.750000
2021-05-08,19,6,0 days 00:25:53.333333333
2021-05-08,20,2,0 days 00:20:49.500000
2021-05-08,23,1,0 days 00:24:42
2021-05-09,1,2,0 days 00:40:59.500000
2021-05-09,7,1,0 days 00:29:07
2021-05-09,8,5,0 days 00:33:42
2021-05-09,9,8,0 days 00:27:19.500000
2021-05-09,10,6,0 days 00:23:00.666666666
2021-05-09,11,6,0 days 00:43:44.500000
2021-05-09,12,4,0 days 00:30:48.500000
2021-05-09,13,7,0 days 00:19:55.142857142
2021-05-09,14,3,0 days 00:09:59.666666666
2021-05-09,16,1,0 days 00:52:15
2021-05-09,17,3,0 days 00:28:08.666666666
2021-05-09,18,1,0 days 00:23:50
2021-05-09,19,2,0 days 00:43:40
2021-05-10,2,1,0 days 00:00:40
2021-05-10,3,1,0 days 00:38:46
2021-05-10,6,3,0 days 00:30:30
2021-05-10,7,44,0 days 00:21:24.181818181
2021-05-10,8,282,0 days 00:33:36.436170212
2021-05-10,9,392,0 days 00:28:51.334183673
2021-05-10,10,489,0 days 00:30:02.967280163
2021-05-10,11,504,0 days 00:44:20.049603174
2021-05-10,12,121,0 days 00:38:26.867768595
2021-05-10,13,559,0 days 00:35:18.899821109
2021-05-10,14,539,0 days 00:39:26.762523191
2021-05-10,15,575,0 days 00:42:25.720000
2021-05-10,16,488,0 days 00:41:06.081967213
2021-05-10,17,336,0 days 00:39:18.452380952
2021-05-10,18,140,0 days 00:39:18.278571428
2021-05-10,19,143,0 days 00:28:17.160839160
2021-05-10,20,71,0 days 00:23:00.591549295
2021-05-10,21,40,0 days 00:32:09.475000
2021-05-10,22,18,0 days 00:16:50
2021-05-10,23,9,0 days 00:17:56.666666666
2021-05-11,0,2,0 days 00:57:04
2021-05-11,4,1,0 days 00:35:48
2021-05-11,6,3,0 days 00:44:49.666666666
2021-05-11,7,25,0 days 00:42:09.280000
2021-05-11,8,265,0 days 00:46:37.588679245
2021-05-11,9,411,0 days 00:41:06.055961070
2021-05-11,10,480,0 days 00:39:09.589583333
2021-05-11,11,470,0 days 00:56:49.695744680
2021-05-11,12,107,0 days 00:40:46.112149532
2021-05-11,13,515,0 days 00:39:16.566990291
2021-05-11,14,551,0 days 00:36:59.001814882
2021-05-11,15,532,0 days 00:37:46.163533834
2021-05-11,16,538,0 days 00:38:46.464684014
2021-05-11,17,384,0 days 00:38:06.640625
2021-05-11,18,154,0 days 00:37:11.928571428
2021-05-11,19,153,0 days 00:32:06.581699346
2021-05-11,20,81,0 days 00:29:21.074074074
2021-05-11,21,39,0 days 00:33:20.948717948
2021-05-11,22,26,0 days 00:39:32
2021-05-11,23,2,0 days 00:15:36
2021-05-12,0,1,0 days 00:19:32
2021-05-12,1,5,0 days 00:27:10.600000
2021-05-12,4,1,0 days 01:39:10
2021-05-12,5,2,0 days 00:28:44.500000
2021-05-12,6,7,0 days 00:46:18
2021-05-12,7,70,0 days 00:47:23.442857142
2021-05-12,8,274,0 days 00:44:55.189781021
2021-05-12,9,398,0 days 00:43:16.947236180
2021-05-12,10,494,0 days 00:42:53.512145748
2021-05-12,11,437,0 days 00:57:07.878718535
2021-05-12,12,135,0 days 00:49:25.874074074
2021-05-12,13,599,0 days 00:38:16.267111853
2021-05-12,14,538,0 days 00:36:22.602230483
2021-05-12,15,638,0 days 00:38:47.669278996
2021-05-12,16,514,0 days 00:38:57.715953307
2021-05-12,17,374,0 days 00:39:23.713903743
2021-05-12,18,140,0 days 00:40:38.471428571
2021-05-12,19,122,0 days 00:35:49.795081967
2021-05-12,20,76,0 days 00:26:29.986842105
2021-05-12,21,47,0 days 00:28:40.468085106
2021-05-12,22,30,0 days 00:28:11.100000
2021-05-12,23,12,0 days 00:33:48
2021-05-13,0,1,0 days 02:17:05
2021-05-13,1,5,0 days 00:36:17.400000
2021-05-13,2,3,0 days 00:32:44
2021-05-13,3,1,0 days 00:28:58
2021-05-13,4,2,0 days 00:28:35.500000
2021-05-13,5,3,0 days 00:26:10.333333333
2021-05-13,6,8,0 days 00:37:51.750000
2021-05-13,7,43,0 days 00:19:26.790697674
2021-05-13,8,302,0 days 00:34:39.854304635
2021-05-13,9,420,0 days 00:30:48.635714285
2021-05-13,10,546,0 days 00:32:08.765567765
2021-05-13,11,431,0 days 00:50:50.378190255
2021-05-13,12,160,0 days 00:44:18.787500
2021-05-13,13,568,0 days 00:37:58.646126760
2021-05-13,14,534,0 days 00:35:04.546816479
2021-05-13,15,582,0 days 00:40:30.451890034
2021-05-13,16,489,0 days 00:40:19.856850715
2021-05-13,17,366,0 days 00:39:47.844262295
2021-05-13,18,176,0 days 00:42:47.704545454
2021-05-13,19,179,0 days 00:30:59.251396648
2021-05-13,20,88,0 days 00:26:33.647727272
2021-05-13,21,53,0 days 00:26:47.075471698
2021-05-13,22,21,0 days 00:30:06.952380952
2021-05-13,23,2,0 days 01:12:21
2021-05-14,0,5,0 days 00:55:37.800000
2021-05-14,1,1,0 days 00:37:24
2021-05-14,2,1,0 days 00:23:31
2021-05-14,3,3,0 days 00:16:27.333333333
2021-05-14,4,4,0 days 00:17:24
2021-05-14,5,4,0 days 00:21:15.500000
2021-05-14,6,6,0 days 00:28:09.166666666
2021-05-14,7,56,0 days 00:28:19.750000
2021-05-14,8,329,0 days 00:40:45.206686930
2021-05-14,9,439,0 days 00:33:13.271070615
2021-05-14,10,540,0 days 00:33:28.222222222
2021-05-14,11,488,0 days 00:50:11.002049180
2021-05-14,12,140,0 days 00:36:51.678571428
2021-05-14,13,504,0 days 00:35:50.478174603
2021-05-14,14,552,0 days 00:38:17.128623188
2021-05-14,15,493,0 days 00:38:15.906693711
2021-05-14,16,591,0 days 00:36:59.661590524
2021-05-14,17,423,0 days 00:38:26.037825059
2021-05-14,18,210,0 days 00:40:10.704761904
2021-05-14,19,182,0 days 00:34:25.302197802
2021-05-14,20,98,0 days 00:28:00.785714285
2021-05-14,21,68,0 days 00:29:29.470588235
2021-05-14,22,22,0 days 00:29:31.500000
2021-05-14,23,12,0 days 00:21:06.333333333
2021-05-15,0,5,0 days 00:25:58.400000
2021-05-15,1,3,0 days 00:21:54.666666666
2021-05-15,2,1,0 days 01:16:50
2021-05-15,4,4,0 days 00:14:52.500000
2021-05-15,5,6,0 days 00:25:50.500000
2021-05-15,6,1,0 days 00:14:57
2021-05-15,7,41,0 days 00:25:18.414634146
2021-05-15,8,204,0 days 00:31:46.161764705
2021-05-15,9,249,0 days 00:31:34.116465863
2021-05-15,10,255,0 days 00:31:51.862745098
2021-05-15,11,176,0 days 00:42:35.130681818
2021-05-15,12,68,0 days 00:40:21.279411764
2021-05-15,13,279,0 days 00:34:53.792114695
2021-05-15,14,161,0 days 00:36:16.583850931
2021-05-15,15,116,0 days 00:27:49.517241379
2021-05-15,16,72,0 days 00:20:52
2021-05-15,17,53,0 days 00:46:05.584905660
2021-05-15,18,24,0 days 00:49:08.666666666
2021-05-15,19,40,0 days 00:33:37.275000
2021-05-15,20,12,0 days 00:19:04.416666666
2021-05-15,21,9,0 days 00:21:52.222222222
2021-05-15,22,2,0 days 00:33:36.500000
2021-05-16,8,5,0 days 00:27:08.600000
2021-05-16,9,2,0 days 00:16:59
2021-05-16,10,4,0 days 00:21:07
2021-05-16,11,8,0 days 00:30:49.250000
2021-05-16,12,4,0 days 00:21:42
2021-05-16,13,11,0 days 00:23:52.181818181
2021-05-16,14,12,0 days 00:18:23.583333333
2021-05-16,15,4,0 days 00:14:57
2021-05-16,16,10,0 days 00:25:54.100000
2021-05-16,17,3,0 days 00:20:37.666666666
2021-05-16,18,1,0 days 00:25:30
2021-05-16,19,1,0 days 00:16:28
2021-05-16,20,2,0 days 00:28:19.500000
2021-05-16,21,1,0 days 00:21:23
2021-05-17,1,1,0 days 01:36:32
2021-05-17,2,1,0 days 00:38:53
2021-05-17,4,2,0 days 00:33:44
2021-05-17,5,4,0 days 00:43:38
2021-05-17,6,2,0 days 00:36:44.500000
2021-05-17,7,60,0 days 00:32:22.400000
2021-05-17,8,268,0 days 00:41:09.339552238
2021-05-17,9,496,0 days 00:39:40.483870967
2021-05-17,10,455,0 days 00:51:15.378021978
2021-05-17,11,442,0 days 00:48:52.588235294
2021-05-17,12,160,0 days 00:39:15.393750
2021-05-17,13,523,0 days 00:41:43.820267686
2021-05-17,14,530,0 days 00:39:52.573584905
2021-05-17,15,587,0 days 00:47:32.579216354
2021-05-17,16,569,0 days 00:51:24.797891036
2021-05-17,17,428,0 days 00:59:19.500000
2021-05-17,18,151,0 days 01:04:32.867549668
2021-05-17,19,191,0 days 00:42:04.167539267
2021-05-17,20,131,0 days 00:39:20.442748091
2021-05-17,21,66,0 days 00:24:29.075757575
2021-05-17,22,37,0 days 00:38:44.621621621
2021-05-17,23,16,0 days 00:30:30.812500
2021-05-18,0,3,0 days 00:41:35.666666666
2021-05-18,1,4,0 days 00:45:46.500000
2021-05-18,3,1,0 days 00:56:37
2021-05-18,6,1,0 days 00:14:02
2021-05-18,7,61,0 days 00:33:16.377049180
2021-05-18,8,309,0 days 00:54:04.721682847
2021-05-18,9,395,0 days 00:41:43.151898734
2021-05-18,10,523,0 days 00:42:42.787762906
2021-05-18,11,471,0 days 00:51:30.817409766
2021-05-18,12,166,0 days 00:41:07.927710843
2021-05-18,13,520,0 days 00:37:45.615384615
2021-05-18,14,567,0 days 00:38:04.566137566
2021-05-18,15,544,0 days 00:43:00.016544117
2021-05-18,16,665,0 days 00:43:30.338345864
2021-05-18,17,493,0 days 00:50:44.584178498
2021-05-18,18,303,0 days 00:59:31.303630363
2021-05-18,19,211,0 days 00:51:17.928909952
2021-05-18,20,199,0 days 00:47:24.201005025
2021-05-18,21,97,0 days 00:53:08.835051546
2021-05-18,22,45,0 days 00:46:45.888888888
2021-05-18,23,24,0 days 00:58:45.333333333
2021-05-19,0,5,0 days 00:33:27.600000
2021-05-19,1,2,0 days 00:23:31
2021-05-19,2,2,0 days 00:12:31
2021-05-19,3,4,0 days 00:19:57.250000
2021-05-19,4,1,0 days 04:00:10
2021-05-19,5,5,0 days 00:24:10.400000
2021-05-19,6,6,0 days 01:12:17.166666666
2021-05-19,7,53,0 days 00:30:03.830188679
2021-05-19,8,170,0 days 00:34:32.735294117
2021-05-19,9,234,0 days 00:29:09.645299145
2021-05-19,10,269,0 days 00:24:04.453531598
2021-05-19,11,226,0 days 00:37:13.115044247
2021-05-19,12,60,0 days 00:35:13.850000
2021-05-19,13,236,0 days 00:26:50.750000
2021-05-19,14,174,0 days 00:24:54.143678160
2021-05-19,15,166,0 days 00:24:39.638554216
2021-05-19,16,109,0 days 00:25:48.477064220
2021-05-19,17,63,0 days 00:18:41.873015873
2021-05-19,18,11,0 days 00:16:29.818181818
2021-05-19,19,19,0 days 00:31:32.052631578
2021-05-19,20,16,0 days 00:43:04
2021-05-19,21,13,0 days 00:35:12.769230769
2021-05-19,22,5,0 days 00:41:32.200000
2021-05-19,23,5,0 days 00:09:38.600000
2021-05-20,0,1,0 days 00:41:20
2021-05-20,1,1,0 days 00:10:34
2021-05-20,4,1,0 days 01:14:39
2021-05-20,5,1,0 days 00:33:16
2021-05-20,6,1,0 days 00:40:09
2021-05-20,7,55,0 days 00:24:34.163636363
2021-05-20,8,325,0 days 00:35:19.190769230
2021-05-20,9,435,0 days 00:35:28.593103448
2021-05-20,10,465,0 days 00:36:40.172043010
2021-05-20,11,402,0 days 00:46:16.507462686
2021-05-20,12,162,0 days 00:38:52.771604938
2021-05-20,13,551,0 days 00:40:15.196007259
2021-05-20,14,582,0 days 00:46:18.317869415
2021-05-20,15,567,0 days 00:54:17.209876543
2021-05-20,16,559,0 days 00:55:22.917710196
2021-05-20,17,369,0 days 00:57:13.468834688
2021-05-20,18,214,0 days 01:03:43.747663551
2021-05-20,19,192,0 days 00:55:22.671875
2021-05-20,20,137,0 days 00:53:00.160583941
2021-05-20,21,83,0 days 00:42:57.975903614
2021-05-20,22,77,0 days 00:40:53.012987012
2021-05-20,23,22,0 days 00:53:29.045454545
2021-05-21,0,6,0 days 01:07:00.166666666
2021-05-21,1,3,0 days 00:23:21.333333333
2021-05-21,2,2,0 days 00:30:36
2021-05-21,3,2,0 days 00:20:04.500000
2021-05-21,4,1,0 days 00:33:26
2021-05-21,5,2,0 days 00:05:40
2021-05-21,6,4,0 days 00:27:08.250000
2021-05-21,7,71,0 days 00:38:34.084507042
2021-05-21,8,323,0 days 00:41:57.086687306
2021-05-21,9,458,0 days 00:39:36.984716157
2021-05-21,10,454,0 days 00:45:44.997797356
2021-05-21,11,459,0 days 00:59:59.732026143
2021-05-21,12,154,0 days 00:56:43.266233766
2021-05-21,13,494,0 days 00:45:40.022267206
2021-05-21,14,530,0 days 00:39:18.466037735
2021-05-21,15,610,0 days 00:44:42.763934426
2021-05-21,16,499,0 days 00:41:18.090180360
2021-05-21,17,460,0 days 00:49:49.610869565
2021-05-21,18,198,0 days 00:46:15.722222222
2021-05-21,19,245,0 days 00:50:41.318367346
2021-05-21,20,115,0 days 00:50:24.156521739
2021-05-21,21,92,0 days 00:48:00.978260869
2021-05-21,22,50,0 days 00:37:29.540000
2021-05-21,23,29,0 days 00:35:42.862068965
2021-05-22,1,3,0 days 00:24:46
2021-05-22,4,2,0 days 00:16:35
2021-05-22,5,1,0 days 00:14:59
2021-05-22,7,54,0 days 00:26:17.370370370
2021-05-22,8,258,0 days 00:41:03.422480620
2021-05-22,9,252,0 days 00:41:08.932539682
2021-05-22,10,296,0 days 00:37:29.084459459
2021-05-22,11,255,0 days 00:51:29.792156862
2021-05-22,12,78,0 days 00:46:58.935897435
2021-05-22,13,218,0 days 00:31:46.527522935
2021-05-22,14,145,0 days 00:28:22.896551724
2021-05-22,15,154,0 days 00:34:21.194805194
2021-05-22,16,114,0 days 00:33:31.192982456
2021-05-22,17,74,0 days 00:32:21.797297297
2021-05-22,18,25,0 days 00:51:40
2021-05-22,19,17,0 days 00:34:15.411764705
