날짜,시간대,차량진입횟수,체류시간,anchored_count,TotalTonnage,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스,기온(C),풍속(m/s),강수량(mm),습도(%)
2021-02-18,02:00:00,1.0,0 days 00:37:58,78.0,,17.0,18.0,0.036,0.004,0.2,0.001,-9.6,4.3,0.0,78.7
2021-02-18,03:00:00,,,80.0,,25.0,14.0,0.036,0.004,0.2,0.001,-9.9,5.4,0.0,78.8
2021-02-18,04:00:00,6.0,0 days 00:43:10.333333333,80.0,,24.0,18.0,0.035,0.004,0.2,0.001,-10.0,5.5,0.0,78.6
2021-02-18,05:00:00,,,80.0,,26.0,19.0,0.035,0.005,0.2,0.001,-10.1,6.1,0.0,81.2
2021-02-18,06:00:00,1.0,0 days 00:23:33,80.0,,29.0,21.0,0.033,0.006,0.2,0.001,-9.8,7.8,0.0,79.3
2021-02-18,07:00:00,65.0,0 days 00:36:26.938461538,79.0,,28.0,21.0,0.03,0.01,0.2,0.001,-9.6,6.7,0.0,75.7
2021-02-18,08:00:00,262.0,0 days 00:40:34.389312977,77.0,,28.0,18.0,0.03,0.011,0.2,0.001,-9.5,5.5,0.0,77.2
2021-02-18,09:00:00,377.0,0 days 00:36:39.838196286,77.0,,43.0,19.0,0.029,0.013,0.2,0.001,-9.0,4.3,0.0,76.4
2021-02-18,10:00:00,505.0,0 days 00:38:01.364356435,78.0,,41.0,16.0,0.03,0.012,0.2,0.001,-7.8,5.3,0.0,67.9
2021-02-18,11:00:00,480.0,0 days 00:47:04.964583333,76.0,,45.0,17.0,0.033,0.01,0.2,0.002,-6.3,6.2,0.0,58.5
2021-02-18,12:00:00,187.0,0 days 00:39:17.850267379,74.0,,53.0,17.0,0.035,0.01,0.2,0.001,-5.5,5.9,0.0,58.7
2021-02-18,13:00:00,541.0,0 days 00:37:49.528650646,68.0,,40.0,18.0,0.038,0.007,0.2,0.001,-4.4,5.3,0.0,55.9
2021-02-18,14:00:00,500.0,0 days 00:36:10.412000,66.0,,47.0,17.0,0.035,0.012,0.2,0.001,-3.9,5.3,0.0,65.4
2021-02-18,15:00:00,554.0,0 days 00:39:36.653429602,65.0,,42.0,16.0,0.035,0.013,0.2,0.001,-4.1,3.1,0.0,58.9
2021-02-18,16:00:00,534.0,0 days 00:37:03.082397003,61.0,,42.0,20.0,0.034,0.014,0.2,0.001,-4.2,3.3,0.0,64.6
2021-02-18,17:00:00,378.0,0 days 00:38:45.523809523,60.0,,45.0,17.0,0.035,0.014,0.2,0.001,-5.1,4.9,0.0,67.8
2021-02-18,18:00:00,151.0,0 days 00:56:21.675496688,59.0,,35.0,18.0,0.037,0.012,0.2,0.001,-5.5,5.9,0.0,71.2
2021-02-18,19:00:00,269.0,0 days 00:43:52.594795539,57.0,,37.0,17.0,0.039,0.008,0.2,0.001,-5.7,5.4,0.0,72.9
2021-02-18,20:00:00,118.0,0 days 00:43:41.686440677,57.0,,34.0,20.0,0.038,0.008,0.2,0.001,-6.0,6.2,0.0,76.5
2021-02-18,21:00:00,59.0,0 days 00:56:28.423728813,56.0,,28.0,19.0,0.037,0.009,0.2,0.001,-5.9,6.6,0.0,76.0
2021-02-18,22:00:00,31.0,0 days 00:56:31.064516129,57.0,,31.0,17.0,0.039,0.007,0.2,0.001,-5.8,6.6,0.0,75.2
2021-02-18,23:00:00,15.0,0 days 01:03:01.266666666,57.0,,29.0,19.0,0.039,0.007,0.2,0.001,-5.3,5.1,0.0,71.6
2021-02-19,00:00:00,3.0,0 days 01:13:31.666666666,59.0,,23.0,18.0,0.039,0.006,0.2,0.001,-5.6,6.6,0.0,75.1
2021-02-19,01:00:00,6.0,0 days 00:58:15.833333333,60.0,,28.0,17.0,0.041,0.004,0.2,0.001,-5.7,5.9,0.0,78.7
2021-02-19,02:00:00,1.0,0 days 00:44:28,60.0,,28.0,20.0,0.042,0.004,0.2,0.001,-5.5,6.3,0.0,79.0
2021-02-19,03:00:00,1.0,0 days 00:47:01,57.0,,25.0,22.0,0.042,0.004,0.2,0.001,-5.1,6.1,0.0,75.2
2021-02-19,04:00:00,1.0,0 days 02:17:18,59.0,,29.0,17.0,0.042,0.004,0.2,0.001,-4.5,5.2,0.0,68.7
2021-02-19,05:00:00,2.0,0 days 00:37:23,59.0,,29.0,16.0,0.04,0.005,0.2,0.001,-4.4,4.4,0.0,65.3
2021-02-19,06:00:00,8.0,0 days 00:43:56.500000,59.0,,24.0,16.0,0.038,0.008,0.2,0.001,-4.8,6.5,0.0,73.6
2021-02-19,07:00:00,56.0,0 days 00:48:37.035714285,61.0,,23.0,19.0,0.036,0.009,0.2,0.001,-4.0,8.1,0.0,63.0
2021-02-19,08:00:00,228.0,0 days 00:44:53.372807017,61.0,,32.0,12.0,0.031,0.016,0.2,0.001,-2.9,6.5,0.0,51.3
2021-02-19,09:00:00,284.0,0 days 00:45:09.239436619,63.0,,31.0,10.0,0.032,0.015,0.2,0.001,-0.2,6.6,0.0,50.0
2021-02-19,10:00:00,375.0,0 days 00:34:59.922666666,65.0,,28.0,17.0,0.035,0.013,0.2,0.002,3.4,5.1,0.0,35.4
2021-02-19,11:00:00,329.0,0 days 00:45:09.009118541,65.0,,38.0,20.0,0.037,0.015,0.2,0.002,4.6,5.7,0.0,31.2
2021-02-19,12:00:00,145.0,0 days 00:43:13.303448275,65.0,,55.0,31.0,0.041,0.017,0.3,0.003,4.5,4.9,0.0,37.5
2021-02-19,13:00:00,331.0,0 days 00:38:43.697885196,62.0,,45.0,29.0,0.045,0.014,0.3,0.003,5.9,4.5,0.0,34.9
2021-02-19,14:00:00,390.0,0 days 00:38:50.433333333,62.0,,45.0,25.0,0.047,0.014,0.3,0.003,6.8,3.1,0.0,37.8
2021-02-19,15:00:00,428.0,0 days 00:42:40.703271028,59.0,,37.0,21.0,0.045,0.017,0.3,0.003,7.2,2.4,0.0,40.4
2021-02-19,16:00:00,381.0,0 days 00:50:34.144356955,59.0,,36.0,26.0,0.047,0.019,0.3,0.002,6.8,2.4,0.0,43.9
2021-02-19,17:00:00,303.0,0 days 00:45:47.702970297,56.0,,46.0,27.0,0.045,0.022,0.3,0.002,5.8,2.8,0.0,48.2
2021-02-19,18:00:00,155.0,0 days 01:01:01.683870967,52.0,,47.0,29.0,0.045,0.021,0.3,0.002,5.1,2.4,0.0,52.0
2021-02-19,19:00:00,144.0,0 days 00:45:03.736111111,53.0,,51.0,33.0,0.04,0.027,0.3,0.002,4.3,1.8,0.0,52.2
2021-02-19,20:00:00,88.0,0 days 00:32:20.465909090,55.0,,54.0,34.0,0.037,0.03,0.4,0.002,1.8,1.0,0.0,66.9
2021-02-19,21:00:00,56.0,0 days 00:48:45.857142857,57.0,,53.0,33.0,0.024,0.043,0.3,0.002,1.6,1.8,0.0,63.7
2021-02-19,22:00:00,40.0,0 days 00:34:44.650000,57.0,,42.0,28.0,0.045,0.019,0.3,0.002,0.1,1.1,0.0,75.6
2021-02-19,23:00:00,14.0,0 days 00:35:47.214285714,57.0,,38.0,27.0,0.047,0.012,0.3,0.002,0.5,1.5,0.0,73.5
2021-02-20,00:00:00,,,55.0,,38.0,30.0,0.048,0.013,0.3,0.002,0.3,1.4,0.0,79.2
2021-02-20,01:00:00,5.0,0 days 00:29:02.400000,56.0,,46.0,40.0,0.041,0.016,0.3,0.002,0.3,1.6,0.0,81.0
2021-02-20,02:00:00,1.0,0 days 00:09:02,57.0,,40.0,24.0,0.043,0.013,0.3,0.002,0.9,1.0,0.0,81.3
2021-02-20,03:00:00,,,57.0,,48.0,31.0,0.035,0.019,0.3,0.002,1.8,1.4,0.0,81.8
2021-02-20,04:00:00,,,57.0,,45.0,33.0,0.03,0.016,0.3,0.001,1.9,1.1,0.0,83.7
2021-02-20,05:00:00,3.0,0 days 00:53:35.666666666,59.0,,47.0,32.0,0.016,0.025,0.3,0.001,1.8,1.8,0.0,85.8
2021-02-20,06:00:00,3.0,0 days 00:35:42.666666666,59.0,,41.0,25.0,0.014,0.028,0.3,0.001,1.6,1.4,0.0,88.9
2021-02-20,07:00:00,47.0,0 days 00:26:02.893617021,62.0,,48.0,29.0,0.009,0.034,0.3,0.002,3.5,1.0,0.0,83.7
2021-02-20,08:00:00,135.0,0 days 00:18:45.140740740,64.0,,64.0,44.0,0.004,0.039,0.4,0.003,7.4,2.7,0.0,69.3
2021-02-20,09:00:00,195.0,0 days 00:25:39.728205128,66.0,,87.0,46.0,0.003,0.051,0.4,0.004,8.7,2.6,0.0,67.2
2021-02-20,10:00:00,214.0,0 days 00:30:01.345794392,70.0,,81.0,47.0,0.005,0.059,0.4,0.004,10.3,3.0,0.0,61.6
2021-02-20,11:00:00,160.0,0 days 00:24:50.431250,73.0,,86.0,42.0,0.025,0.043,0.4,0.003,11.7,4.4,0.0,57.6
2021-02-20,12:00:00,82.0,0 days 00:29:22.390243902,72.0,,82.0,40.0,0.045,0.023,0.4,0.002,13.0,1.9,0.0,52.9
2021-02-20,13:00:00,157.0,0 days 00:22:33.624203821,71.0,,80.0,45.0,0.052,0.022,0.4,0.003,14.0,2.5,0.0,47.8
2021-02-20,14:00:00,133.0,0 days 00:20:26.165413533,76.0,,82.0,48.0,0.05,0.025,0.4,0.003,15.1,3.1,0.0,45.1
2021-02-20,15:00:00,106.0,0 days 00:17:56.811320754,77.0,,93.0,52.0,0.051,0.03,0.5,0.003,16.2,1.6,0.0,38.6
2021-02-20,16:00:00,51.0,0 days 00:17:12.352941176,76.0,,94.0,52.0,0.057,0.027,0.5,0.003,15.8,1.5,0.0,34.5
2021-02-20,17:00:00,34.0,0 days 00:19:16.617647058,71.0,,96.0,51.0,0.059,0.026,0.5,0.003,14.5,1.8,0.0,37.8
2021-02-20,18:00:00,9.0,0 days 00:34:07.444444444,74.0,,99.0,53.0,0.062,0.021,0.5,0.003,12.1,1.3,0.0,40.8
2021-02-20,19:00:00,12.0,0 days 00:19:14.333333333,69.0,,92.0,51.0,0.058,0.019,0.6,0.002,9.0,2.1,0.0,52.4
2021-02-20,20:00:00,3.0,0 days 00:25:37,71.0,,88.0,57.0,0.052,0.021,0.6,0.002,7.1,1.3,0.0,57.0
2021-02-20,21:00:00,2.0,0 days 00:21:50.500000,71.0,,89.0,63.0,0.057,0.014,0.6,0.002,5.6,1.9,0.0,67.9
2021-02-20,22:00:00,1.0,0 days 00:11:59,73.0,,89.0,61.0,0.055,0.013,0.6,0.002,6.1,1.9,0.0,60.4
2021-02-20,23:00:00,,,70.0,,90.0,63.0,0.055,0.012,0.6,0.002,4.8,1.3,0.0,74.1
2021-02-21,00:00:00,,,69.0,,93.0,64.0,0.047,0.015,0.6,0.002,5.3,1.1,0.0,70.5
2021-02-21,01:00:00,,,70.0,,94.0,69.0,0.047,0.014,0.5,0.002,8.8,1.6,0.0,61.4
2021-02-21,02:00:00,,,69.0,,92.0,65.0,0.046,0.015,0.5,0.002,10.9,2.3,0.0,56.4
2021-02-21,03:00:00,,,68.0,,90.0,62.0,0.042,0.015,0.5,0.002,12.0,3.6,0.0,51.1
2021-02-21,04:00:00,,,70.0,,92.0,67.0,0.037,0.02,0.5,0.002,11.7,2.5,0.0,52.5
2021-02-21,05:00:00,,,70.0,,85.0,63.0,0.036,0.019,0.5,0.002,10.9,1.8,0.0,54.2
2021-02-21,06:00:00,,,68.0,,83.0,58.0,0.03,0.022,0.5,0.002,12.1,3.8,0.0,47.8
2021-02-21,07:00:00,7.0,0 days 00:28:26.142857142,71.0,,85.0,56.0,0.022,0.026,0.5,0.002,12.4,3.4,0.0,44.9
2021-02-21,08:00:00,2.0,0 days 00:12:36,73.0,,80.0,57.0,0.015,0.034,0.5,0.002,13.0,2.3,0.0,42.3
2021-02-21,09:00:00,2.0,0 days 00:28:54.500000,72.0,,81.0,49.0,0.022,0.034,0.3,0.002,13.1,1.1,0.0,43.4
2021-02-21,10:00:00,26.0,0 days 00:21:44.038461538,75.0,,65.0,38.0,0.039,0.02,0.2,0.002,16.3,1.5,0.0,37.6
2021-02-21,11:00:00,11.0,0 days 00:39:51.545454545,75.0,,54.0,30.0,0.05,0.012,0.2,0.002,17.4,2.9,0.0,32.7
2021-02-21,12:00:00,4.0,0 days 00:46:41.250000,74.0,,54.0,30.0,0.054,0.011,0.2,0.002,19.3,2.9,0.0,30.0
2021-02-21,13:00:00,6.0,0 days 00:11:11.833333333,75.0,,49.0,27.0,0.06,0.009,0.3,0.002,19.3,2.6,0.0,28.2
2021-02-21,14:00:00,16.0,0 days 00:15:19.375000,78.0,,48.0,27.0,0.052,0.019,0.3,0.002,20.8,1.6,0.0,24.6
2021-02-21,15:00:00,2.0,0 days 00:13:49,78.0,,50.0,24.0,0.057,0.018,0.3,0.002,20.6,2.5,0.0,22.2
2021-02-21,16:00:00,8.0,0 days 00:10:48.750000,80.0,,45.0,22.0,0.062,0.011,0.3,0.002,19.6,3.0,0.0,24.5
2021-02-21,17:00:00,6.0,0 days 00:16:16.333333333,74.0,,44.0,18.0,0.059,0.013,0.3,0.002,18.2,2.9,0.0,26.6
2021-02-21,18:00:00,1.0,0 days 00:07:56,71.0,,48.0,24.0,0.057,0.016,0.4,0.002,16.5,3.4,0.0,31.3
2021-02-21,19:00:00,,,70.0,,41.0,25.0,0.059,0.017,0.4,0.002,12.8,2.4,0.0,42.9
2021-02-21,20:00:00,,,71.0,,41.0,26.0,0.059,0.013,0.4,0.002,10.2,1.5,0.0,50.7
2021-02-21,21:00:00,,,69.0,,43.0,28.0,0.056,0.012,0.4,0.002,9.5,1.8,0.0,53.6
2021-02-21,22:00:00,1.0,0 days 05:29:44,65.0,,46.0,30.0,0.05,0.016,0.3,0.002,8.3,1.6,0.0,56.8
2021-02-21,23:00:00,1.0,0 days 04:12:23,64.0,,53.0,30.0,0.052,0.015,0.3,0.002,8.6,2.1,0.0,56.0
2021-02-22,00:00:00,,,62.0,,46.0,28.0,0.053,0.011,0.4,0.002,7.1,0.6,0.0,63.3
2021-02-22,01:00:00,,,64.0,,42.0,29.0,0.05,0.012,0.4,0.001,8.4,1.9,0.0,60.5
2021-02-22,02:00:00,,,64.0,,39.0,27.0,0.048,0.012,0.4,0.002,7.3,1.9,0.0,64.0
2021-02-22,03:00:00,1.0,0 days 00:37:38,64.0,,42.0,26.0,0.047,0.011,0.4,0.001,7.2,1.8,0.0,66.5
2021-02-22,04:00:00,1.0,0 days 00:13:45,65.0,,36.0,23.0,0.045,0.011,0.3,0.001,6.8,1.3,0.0,67.8
2021-02-22,05:00:00,2.0,0 days 02:11:51.500000,67.0,,40.0,24.0,0.034,0.016,0.4,0.001,6.5,1.8,0.0,72.2
2021-02-22,06:00:00,3.0,0 days 00:22:19,66.0,,36.0,23.0,0.035,0.021,0.4,0.001,5.9,1.4,0.0,73.8
2021-02-22,07:00:00,26.0,0 days 00:38:15.346153846,70.0,,40.0,25.0,0.019,0.036,0.4,0.001,6.1,1.4,0.0,70.7
2021-02-22,08:00:00,126.0,0 days 00:29:26.095238095,72.0,,46.0,27.0,0.007,0.045,0.4,0.002,7.1,1.5,0.0,74.8
2021-02-22,09:00:00,272.0,0 days 00:24:17.202205882,71.0,,42.0,31.0,0.016,0.043,0.4,0.002,10.8,0.7,0.0,71.2
2021-02-22,10:00:00,498.0,0 days 00:34:01.014056224,74.0,,32.0,26.0,0.032,0.029,0.3,0.002,12.6,1.3,0.0,71.0
2021-02-22,11:00:00,421.0,0 days 00:50:00.743467933,77.0,,49.0,33.0,0.035,0.026,0.3,0.002,14.3,2.5,0.0,69.0
2021-02-22,12:00:00,153.0,0 days 00:36:40.071895424,76.0,,43.0,28.0,0.044,0.022,0.4,0.002,16.7,2.0,0.0,58.8
2021-02-22,13:00:00,485.0,0 days 00:44:50.746391752,76.0,,43.0,28.0,0.053,0.016,0.4,0.002,18.1,1.7,0.0,43.1
2021-02-22,14:00:00,548.0,0 days 00:42:57.899635036,76.0,,57.0,32.0,0.045,0.029,0.4,0.002,18.4,2.9,0.0,44.3
2021-02-22,15:00:00,528.0,0 days 00:45:50.369318181,75.0,,76.0,37.0,0.039,0.039,0.5,0.002,17.9,3.8,0.0,49.2
2021-02-22,16:00:00,545.0,0 days 00:44:04.188990825,73.0,,91.0,49.0,0.059,0.026,0.5,0.003,16.6,4.1,0.0,27.1
2021-02-22,17:00:00,386.0,0 days 00:43:59.010362694,69.0,,166.0,47.0,0.053,0.02,0.4,0.002,14.1,4.0,0.0,38.3
2021-02-22,18:00:00,126.0,0 days 00:44:50.706349206,68.0,,117.0,36.0,0.047,0.02,0.4,0.002,12.3,4.1,0.0,52.0
2021-02-22,19:00:00,247.0,0 days 00:32:59.421052631,69.0,,87.0,38.0,0.053,0.014,0.4,0.002,10.4,3.4,0.0,51.4
2021-02-22,20:00:00,121.0,0 days 00:25:26.090909090,65.0,,52.0,21.0,0.048,0.011,0.3,0.002,8.4,3.4,0.0,53.7
2021-02-22,21:00:00,70.0,0 days 00:31:24.071428571,65.0,,53.0,29.0,0.048,0.008,0.4,0.002,7.0,3.3,0.0,40.0
2021-02-22,22:00:00,32.0,0 days 00:36:03.218750,65.0,,53.0,32.0,0.048,0.008,0.4,0.002,5.8,4.7,0.0,50.6
2021-02-22,23:00:00,19.0,0 days 00:36:38.105263157,66.0,,56.0,44.0,0.046,0.009,0.4,0.002,3.7,5.0,0.0,58.5
2021-02-23,00:00:00,5.0,0 days 00:59:55.400000,65.0,,53.0,37.0,0.046,0.007,0.4,0.002,2.7,4.4,0.0,45.1
2021-02-23,01:00:00,2.0,0 days 00:20:02,67.0,,34.0,20.0,0.046,0.005,0.3,0.001,3.0,4.8,0.0,34.7
2021-02-23,02:00:00,1.0,0 days 00:19:24,71.0,,35.0,19.0,0.043,0.006,0.3,0.002,-0.2,5.6,0.0,63.6
2021-02-23,03:00:00,,,71.0,,36.0,21.0,0.042,0.005,0.2,0.001,-0.2,5.3,0.0,54.9
2021-02-23,04:00:00,5.0,0 days 01:14:08.600000,72.0,,30.0,8.0,0.041,0.008,0.2,0.001,-1.2,6.2,0.0,55.0
2021-02-23,05:00:00,3.0,0 days 00:17:56,74.0,,26.0,14.0,0.042,0.007,0.2,0.001,-1.4,6.0,0.0,47.1
2021-02-23,06:00:00,3.0,0 days 01:49:57.666666666,75.0,,22.0,14.0,0.038,0.009,0.2,0.002,-1.2,4.3,0.0,38.9
2021-02-23,07:00:00,62.0,0 days 00:37:52.870967741,78.0,,25.0,17.0,0.022,0.024,0.2,0.002,0.1,3.7,0.0,24.6
2021-02-23,08:00:00,261.0,0 days 00:50:09.114942528,82.0,,36.0,15.0,0.013,0.035,0.2,0.002,3.6,3.3,0.0,10.5
2021-02-23,09:00:00,415.0,0 days 00:39:36.433734939,83.0,,53.0,26.0,0.007,0.046,0.2,0.003,2.7,0.5,0.0,18.8
2021-02-23,10:00:00,459.0,0 days 00:41:48.135076252,79.0,,36.0,12.0,0.024,0.027,0.2,0.002,5.2,1.2,0.0,20.4
2021-02-23,11:00:00,435.0,0 days 00:51:44.473563218,80.0,,36.0,13.0,0.029,0.022,0.2,0.002,5.8,3.6,0.0,14.4
2021-02-23,12:00:00,145.0,0 days 00:43:28.703448275,77.0,,31.0,11.0,0.034,0.017,0.2,0.002,5.5,5.0,0.0,21.9
2021-02-23,13:00:00,489.0,0 days 00:40:18.877300613,77.0,,23.0,10.0,0.039,0.012,0.2,0.002,7.3,5.3,0.0,20.7
2021-02-23,14:00:00,584.0,0 days 00:38:44.243150684,78.0,,40.0,15.0,0.031,0.022,0.2,0.002,8.6,4.7,0.0,16.6
2021-02-23,15:00:00,585.0,0 days 00:42:50.747008547,77.0,,24.0,11.0,0.037,0.017,0.2,0.002,8.3,5.3,0.0,17.5
2021-02-23,16:00:00,523.0,0 days 00:42:40.738049713,75.0,,25.0,10.0,0.034,0.02,0.2,0.002,7.7,4.4,0.0,17.5
2021-02-23,17:00:00,445.0,0 days 00:49:57.280898876,75.0,,29.0,9.0,0.035,0.02,0.3,0.002,6.1,5.2,0.0,21.1
2021-02-23,18:00:00,146.0,0 days 00:41:51.712328767,73.0,,29.0,15.0,0.032,0.022,0.3,0.002,4.8,4.4,0.0,25.3
2021-02-23,19:00:00,250.0,0 days 00:34:24.320000,71.0,,35.0,14.0,0.032,0.02,0.3,0.002,3.9,3.5,0.0,27.5
2021-02-23,20:00:00,152.0,0 days 00:35:57.664473684,68.0,,39.0,19.0,0.029,0.022,0.2,0.002,4.1,2.6,0.0,27.8
2021-02-23,21:00:00,80.0,0 days 00:37:49.862500,68.0,,32.0,20.0,0.034,0.016,0.2,0.002,3.2,3.4,0.0,28.4
2021-02-23,22:00:00,65.0,0 days 00:26:10.369230769,68.0,,35.0,17.0,0.024,0.022,0.2,0.002,3.8,2.1,0.0,29.0
2021-02-23,23:00:00,11.0,0 days 00:49:44.363636363,67.0,,36.0,18.0,0.014,0.028,0.2,0.002,2.2,1.5,0.0,34.6
2021-02-24,00:00:00,5.0,0 days 00:46:22.800000,68.0,,36.0,21.0,0.009,0.029,0.2,0.002,1.5,1.3,0.0,35.5
2021-02-24,01:00:00,2.0,0 days 00:35:36.500000,67.0,,33.0,15.0,0.013,0.026,0.2,0.002,1.7,1.6,0.0,25.3
2021-02-24,02:00:00,2.0,0 days 00:11:55,69.0,,33.0,18.0,0.012,0.026,0.2,0.002,2.6,2.1,0.0,18.4
2021-02-24,03:00:00,1.0,0 days 01:03:28,69.0,,37.0,19.0,0.013,0.024,0.2,0.002,0.9,1.5,0.0,32.7
2021-02-24,04:00:00,2.0,0 days 00:26:03.500000,70.0,,32.0,20.0,0.009,0.026,0.2,0.002,1.3,1.2,0.0,30.1
2021-02-24,05:00:00,3.0,0 days 00:27:14.666666666,71.0,,32.0,20.0,0.008,0.027,0.2,0.002,0.3,1.0,0.0,38.3
2021-02-24,06:00:00,3.0,0 days 00:42:14.666666666,74.0,,31.0,19.0,0.005,0.034,0.2,0.002,0.3,1.0,0.0,39.6
2021-02-24,07:00:00,57.0,0 days 00:45:07.859649122,76.0,,42.0,22.0,0.003,0.037,0.2,0.002,1.2,0.3,0.0,42.2
2021-02-24,08:00:00,253.0,0 days 00:45:20.636363636,79.0,,45.0,27.0,0.003,0.042,0.2,0.003,2.4,0.1,0.0,36.2
2021-02-24,09:00:00,420.0,0 days 00:42:13.080952380,79.0,,59.0,25.0,0.004,0.045,0.3,0.004,3.8,0.5,0.0,27.8
2021-02-24,10:00:00,488.0,0 days 00:46:09.356557377,79.0,,31.0,17.0,0.025,0.02,0.2,0.002,6.0,1.1,0.0,23.8
2021-02-24,11:00:00,420.0,0 days 01:02:01.635714285,80.0,,25.0,15.0,0.036,0.011,0.2,0.002,5.5,0.6,0.0,24.2
2021-02-24,12:00:00,155.0,0 days 00:41:55.367741935,78.0,,30.0,16.0,0.032,0.015,0.2,0.002,6.4,1.2,0.0,26.3
2021-02-24,13:00:00,521.0,0 days 00:47:36.324376199,81.0,,25.0,15.0,0.033,0.013,0.2,0.002,6.5,1.3,0.0,22.9
2021-02-24,14:00:00,521.0,0 days 00:50:59.587332053,80.0,,24.0,15.0,0.034,0.015,0.2,0.002,7.2,1.6,0.0,26.7
2021-02-24,15:00:00,525.0,0 days 00:56:40.236190476,80.0,,39.0,16.0,0.014,0.037,0.3,0.008,7.7,1.5,0.0,26.8
2021-02-24,16:00:00,563.0,0 days 01:01:27.236234458,78.0,,44.0,23.0,0.016,0.035,0.5,0.014,8.0,1.3,0.0,29.0
2021-02-24,17:00:00,354.0,0 days 00:58:53.491525423,79.0,,21.0,15.0,0.02,0.034,0.4,0.006,7.4,1.8,0.0,34.9
2021-02-24,18:00:00,137.0,0 days 01:00:12.379562043,75.0,,23.0,16.0,0.013,0.042,0.2,0.005,6.0,1.3,0.0,35.5
2021-02-24,19:00:00,239.0,0 days 00:48:49.493723849,74.0,,28.0,18.0,0.016,0.036,0.2,0.007,4.0,1.2,0.0,45.1
2021-02-24,20:00:00,116.0,0 days 00:35:11.034482758,75.0,,51.0,22.0,0.005,0.045,0.3,0.008,2.3,1.2,0.0,47.4
2021-02-24,21:00:00,62.0,0 days 00:35:33.435483870,75.0,,52.0,22.0,0.005,0.042,0.4,0.007,1.7,1.1,0.0,51.0
2021-02-24,22:00:00,52.0,0 days 00:23:51.307692307,76.0,,42.0,19.0,0.01,0.035,0.3,0.005,1.7,1.5,0.0,50.5
2021-02-24,23:00:00,11.0,0 days 00:39:37,75.0,,35.0,20.0,0.008,0.034,0.4,0.004,0.9,1.3,0.0,59.1
2021-02-25,00:00:00,5.0,0 days 01:19:13.200000,75.0,,33.0,19.0,0.011,0.03,0.4,0.003,1.2,1.4,0.0,72.0
2021-02-25,01:00:00,1.0,0 days 00:30:29,75.0,,33.0,22.0,0.02,0.022,0.3,0.003,1.1,1.2,0.0,76.5
2021-02-25,02:00:00,1.0,0 days 00:40:13,76.0,,33.0,24.0,0.016,0.024,0.3,0.003,1.7,1.4,0.0,75.0
2021-02-25,03:00:00,3.0,0 days 00:27:26.333333333,76.0,,40.0,25.0,0.005,0.033,0.4,0.003,1.7,1.7,0.0,74.6
2021-02-25,04:00:00,,,75.0,,39.0,27.0,0.003,0.033,0.4,0.002,1.2,1.2,0.0,80.7
2021-02-25,05:00:00,2.0,0 days 00:42:39,77.0,,36.0,25.0,0.006,0.032,0.4,0.002,1.9,1.5,0.0,82.6
2021-02-25,06:00:00,7.0,0 days 00:32:05.571428571,77.0,,35.0,26.0,0.003,0.035,0.4,0.003,2.4,1.5,0.0,85.2
2021-02-25,07:00:00,65.0,0 days 00:45:13.061538461,75.0,,41.0,23.0,0.003,0.039,0.3,0.002,3.0,1.4,0.0,82.3
2021-02-25,08:00:00,266.0,0 days 00:49:42.327067669,77.0,,40.0,27.0,0.002,0.045,0.3,0.003,4.2,1.4,0.0,80.7
2021-02-25,09:00:00,378.0,0 days 00:41:04.851851851,78.0,,44.0,25.0,0.008,0.038,0.2,0.003,5.6,2.8,0.0,78.0
2021-02-25,10:00:00,469.0,0 days 00:49:40.963752665,81.0,,73.0,33.0,0.003,0.043,0.4,0.004,6.0,0.9,0.0,76.7
2021-02-25,11:00:00,419.0,0 days 01:00:38.663484486,80.0,,,,0.003,0.05,0.4,0.005,6.3,0.4,0.0,75.7
2021-02-25,12:00:00,175.0,0 days 00:53:53.851428571,79.0,,,,,,,,6.0,2.9,0.0,83.5
2021-02-25,13:00:00,516.0,0 days 00:57:19.170542635,80.0,,,,,,,,6.5,1.7,0.0,74.3
2021-02-25,14:00:00,520.0,0 days 00:54:21.169230769,82.0,,,,,,,,6.0,0.5,0.0,81.2
2021-02-25,15:00:00,567.0,0 days 00:59:30.456790123,81.0,,,,,,,,5.4,0.8,0.0,88.8
2021-02-25,16:00:00,509.0,0 days 01:05:40.202357563,83.0,,44.0,28.0,,,,,4.7,1.0,1.0,94.2
2021-02-25,17:00:00,313.0,0 days 01:16:14.492012779,78.0,,38.0,24.0,0.011,0.037,0.3,0.002,4.7,0.2,1.5,95.5
2021-02-25,18:00:00,135.0,0 days 01:36:08.592592592,79.0,,30.0,23.0,0.029,0.019,0.3,0.001,4.4,2.3,1.5,88.7
2021-02-25,19:00:00,265.0,0 days 01:09:40.758490566,78.0,,27.0,21.0,0.034,0.014,0.3,0.001,3.9,2.3,2.5,90.8
2021-02-25,20:00:00,139.0,0 days 00:55:57.316546762,82.0,,21.0,14.0,0.038,0.01,0.3,0.001,4.1,2.2,0.5,90.2
2021-02-25,21:00:00,104.0,0 days 00:51:06.096153846,83.0,,26.0,19.0,0.032,0.018,0.3,0.001,4.4,1.7,0.0,87.2
2021-02-25,22:00:00,62.0,0 days 00:49:17.016129032,82.0,,36.0,27.0,0.032,0.016,0.3,0.001,4.5,2.7,0.0,85.3
